,bedroom,parking_lot,bathroom,toilets,town,state,serviced,extras,Stable Electricity,title,price
5720,2.0,0,2.0,3,Victoria Island,Lagos,0,0.0,0,Flat Apartment,7000000.0
5721,3.0,0,3.0,4,Katampe Ext,Abuja,0,0.0,0,Flat Apartment,15000000.0
5722,5.0,0,5.0,6,Ikoyi,Lagos,0,0.0,0,Detached Duplex,55000000.0
5723,1.0,0,1.0,2,Victoria Island,Lagos,0,0.0,0,Mini flat Apartment,7000000.0
5724,3.0,0,3.0,4,Asokoro,Abuja,0,0.0,0,Flat Apartment,7500000.0
5725,3.0,0,3.0,4,Lekki,Lagos,0,11.0,0,Terraced Duplex,5000000.0
5726,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Semi Detached Bungalow,2500000.0
5727,2.0,1,3.0,3,Ilupeju,Lagos,0,8.0,1,Flat Apartment,4000000.0
5729,3.0,0,2.0,3,Kosofe/Ikosi,Lagos,0,0.0,0,Flat Apartment,3000000.0
5731,3.0,1,3.0,4,Lekki,Lagos,1,8.0,1,Flat Apartment,9000000.0
5732,5.0,1,5.0,6,Lekki,Lagos,0,8.0,0,Detached Duplex,55000000.0
5733,6.0,0,6.0,7,Lekki,Lagos,0,18.0,0,Detached Duplex,15000000.0
5736,1.0,1,1.0,1,Lekki,Lagos,0,8.0,0,mini flat Studio Apartment Flat Apartment,2800000.0
5737,1.0,0,1.0,1,Shomolu,Lagos,0,12.0,0,mini flat Self Contain Flat Apartment,500000.0
5738,4.0,1,4.0,5,Lekki,Lagos,1,8.0,0,Terraced Duplex,5000000.0
5739,3.0,0,3.0,4,Gbagada,Lagos,0,0.0,0,Flat Apartment,4000000.0
5741,2.0,1,2.0,3,Ajah,Lagos,0,8.0,0,Flat Apartment,4000000.0
5742,4.0,1,4.0,5,Lekki,Lagos,1,8.0,1,Penthouse Flat Apartment,15000000.0
5743,4.0,1,4.0,5,Lekki,Lagos,1,8.0,0,Terraced Duplex,18000000.0
5744,4.0,1,4.0,5,Lekki,Lagos,0,8.0,0,Massionette,10000000.0
5745,4.0,1,4.0,5,Victoria Island,Lagos,0,8.0,1,Terraced Duplex,25000000.0
5746,2.0,1,2.0,3,Lekki,Lagos,1,8.0,1,Flat Apartment,12000000.0
5748,1.0,1,1.0,2,Lekki,Lagos,1,8.0,0,Mini flat Apartment,4000000.0
5750,3.0,1,3.0,4,Lekki,Lagos,0,8.0,0,Terraced Duplex,4500000.0
5758,2.0,1,3.0,3,Yaba,Lagos,0,18.0,1,Flat Apartment,3500000.0
5759,2.0,0,3.0,3,Ilupeju,Lagos,0,15.0,1,Flat Apartment,9000000.0
5760,2.0,0,3.0,3,Ilupeju,Lagos,0,0.0,0,Flat Apartment,6000000.0
5761,2.0,0,3.0,3,Ilupeju,Lagos,0,0.0,0,Flat Apartment,6000000.0
5762,2.0,0,2.0,3,Lekki,Lagos,0,15.0,1,Flat Apartment,13500000.0
5764,4.0,1,4.0,5,Lekki,Lagos,0,8.0,1,Terraced Duplex,10000000.0
5766,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,9000000.0
5769,2.0,0,2.0,2,Life Camp,Abuja,0,0.0,0,Detached Bungalow,3000000.0
5770,3.0,1,3.0,4,Lekki,Lagos,0,15.0,0,Flat Apartment,3500000.0
5771,3.0,1,3.0,4,Gbagada,Lagos,0,8.0,0,Flat Apartment,6500000.0
5772,3.0,0,3.0,4,Lekki,Lagos,0,11.0,0,Blocks Of Flats,7000000.0
5773,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,6500000.0
5774,2.0,1,2.0,3,Lekki,Lagos,0,15.0,1,Flat Apartment,15000000.0
5775,3.0,1,4.0,4,Okota,Lagos,0,8.0,0,Flat Apartment,2300000.0
5776,2.0,0,2.0,3,Isolo,Lagos,0,15.0,0,Flat Apartment,1100000.0
5777,3.0,1,3.0,4,Lekki,Lagos,0,15.0,1,Flat Apartment,3500000.0
5778,2.0,1,2.0,3,Lekki,Lagos,0,15.0,1,Blocks Of Flats,25000000.0
5779,5.0,1,5.0,6,Ojodu,Lagos,0,8.0,1,Semi Detached Duplex,9000000.0
5780,2.0,0,1.0,2,Ikoyi,Lagos,0,0.0,0,Flat Apartment,35000000.0
5781,4.0,1,4.0,5,Lekki,Lagos,0,8.0,1,Terraced Duplex,10000000.0
5783,3.0,1,3.0,4,Lekki,Lagos,0,8.0,1,Flat Apartment,3500000.0
5784,2.0,0,1.0,2,Ikoyi,Lagos,0,0.0,0,Flat Apartment,35000000.0
5785,2.0,0,2.0,2,Isolo,Lagos,0,0.0,0,Flat Apartment,1500000.0
5786,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2300000.0
5787,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,3000000.0
5791,2.0,1,2.0,2,Okota,Lagos,0,8.0,0,Flat Apartment,1600000.0
5793,2.0,1,3.0,3,Okota,Lagos,0,8.0,0,Flat Apartment,1500000.0
5795,2.0,1,3.0,3,Abule Egba,Lagos,0,8.0,0,Flat Apartment,1700000.0
5797,3.0,1,3.0,3,Maryland,Lagos,0,8.0,0,Flat Apartment,20000000.0
5798,2.0,1,3.0,3,Okota,Lagos,0,8.0,0,Flat Apartment,2400000.0
5799,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2300000.0
5800,2.0,0,2.0,2,Lekki,Lagos,0,0.0,0,Flat Apartment,2000000.0
5802,2.0,1,2.0,2,Okota,Lagos,0,8.0,0,Flat Apartment,1600000.0
5804,2.0,1,3.0,3,Okota,Lagos,0,8.0,0,Flat Apartment,1500000.0
5806,2.0,1,3.0,3,Abule Egba,Lagos,0,15.0,0,Flat Apartment,1700000.0
5808,3.0,1,3.0,3,Maryland,Lagos,0,8.0,0,Flat Apartment,20000000.0
5809,2.0,1,3.0,3,Okota,Lagos,0,8.0,0,Flat Apartment,2400000.0
5811,4.0,0,4.0,5,Lekki,Lagos,0,15.0,0,Semi Detached Duplex,13000000.0
5813,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,8000000.0
5814,4.0,0,4.0,5,Lekki,Lagos,0,8.0,1,Terraced Duplex,11000000.0
5816,2.0,1,3.0,3,Ipaja,Lagos,0,15.0,0,Flat Apartment,900000.0
5818,3.0,1,4.0,4,Okota,Lagos,0,8.0,0,Flat Apartment,2500000.0
5819,1.0,0,1.0,2,Ogba,Lagos,0,0.0,0,Mini flat Apartment,800000.0
5820,2.0,0,2.0,3,Isolo,Lagos,0,15.0,1,Flat Apartment,1500000.0
5821,5.0,1,5.0,5,Ojodu,Lagos,0,8.0,1,Semi Detached Duplex,15000000.0
5822,4.0,0,4.0,5,Lekki,Lagos,0,15.0,0,Semi Detached Duplex,13000000.0
5825,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,8000000.0
5826,4.0,0,4.0,5,Lekki,Lagos,0,8.0,1,Terraced Duplex,11000000.0
5828,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,8000000.0
5829,2.0,0,1.0,2,Ikoyi,Lagos,1,0.0,0,Flat Apartment,30000000.0
5833,3.0,0,3.0,4,Isolo,Lagos,0,15.0,0,Flat Apartment,4000000.0
5834,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Terraced Duplex,6500000.0
5835,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,8000000.0
5836,3.0,1,4.0,4,Okota,Lagos,0,8.0,0,Flat Apartment,2200000.0
5837,3.0,1,3.0,3,Lekki,Lagos,0,15.0,1,Flat Apartment,3000000.0
5839,3.0,0,3.0,4,Isolo,Lagos,0,15.0,0,Flat Apartment,4000000.0
5840,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Terraced Duplex,6500000.0
5841,4.0,0,4.0,5,Lekki,Lagos,0,20.0,1,Terraced Duplex,5000000.0
5842,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,11000000.0
5845,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,5500000.0
5846,4.0,1,4.0,5,Ikoyi,Lagos,0,8.0,1,Flat Apartment,30000000.0
5847,2.0,1,2.0,3,Lekki,Lagos,0,8.0,1,Flat Apartment,4000000.0
5849,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1400000.0
5850,3.0,1,3.0,4,Lekki,Lagos,0,8.0,1,Flat Apartment,3500000.0
5852,2.0,0,2.0,2,Isolo,Lagos,0,15.0,1,Flat Apartment,1500000.0
5853,1.0,0,1.0,1,Ogba,Lagos,0,0.0,0,Mini flat Apartment,1000000.0
5854,2.0,0,2.0,2,Isolo,Lagos,0,15.0,1,Flat Apartment,1500000.0
5855,1.0,0,1.0,1,Ogba,Lagos,0,0.0,0,Mini flat Apartment,1000000.0
5857,3.0,1,3.0,4,Utako,Abuja,0,8.0,0,Flat Apartment,10000000.0
5861,1.0,0,1.0,2,Ikoyi,Lagos,0,0.0,0,mini flat Flat Apartment,5000000.0
5864,4.0,1,4.0,5,Lekki,Lagos,0,15.0,1,Detached Duplex,6000000.0
5866,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2500000.0
5871,4.0,0,5.0,5,Ajah,Lagos,0,15.0,0,Detached Duplex,3500000.0
5873,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Terraced Duplex,2500000.0
5874,4.0,0,4.0,5,Guzape,Abuja,0,0.0,0,Terraced Duplex,12000000.0
5877,5.0,0,5.0,6,Katampe Ext,Abuja,0,0.0,0,Detached Duplex,25000000.0
5879,4.0,0,4.0,5,Katampe Ext,Abuja,0,0.0,0,Blocks Of Flats,20000000.0
5881,4.0,1,4.0,5,Lekki,Lagos,0,8.0,0,Detached Duplex,9000000.0
5883,5.0,0,4.0,5,Ikeja,Lagos,0,15.0,0,Detached Bungalow,25000000.0
5885,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Terraced Duplex,3000000.0
5886,3.0,0,3.0,4,Gbagada,Lagos,0,0.0,0,Flat Apartment,5000000.0
5888,1.0,0,1.0,1,Ibadan,Oyo,0,0.0,0,Mini flat Apartment,400000.0
5890,4.0,1,4.0,5,Lekki,Lagos,0,11.0,0,Terraced Duplex,7000000.0
5891,4.0,1,4.0,5,Lekki,Lagos,0,11.0,0,Terraced Duplex,8500000.0
5894,5.0,0,5.0,6,Ikoyi,Lagos,0,0.0,0,Detached Duplex,80000000.0
5895,3.0,0,3.0,4,Ikeja,Lagos,0,0.0,0,Blocks Of Flats,10000000.0
5896,5.0,0,5.0,5,Ojodu,Lagos,0,0.0,0,Detached Duplex,7000000.0
5899,5.0,0,5.0,6,Lekki,Lagos,0,15.0,0,Detached Duplex,15000000.0
5900,3.0,0,4.0,4,Lekki,Lagos,0,15.0,1,Terraced Duplex,6000000.0
5901,4.0,0,4.0,5,Lekki,Lagos,0,15.0,0,Semi Detached Duplex,6000000.0
5902,4.0,0,4.0,5,Lekki,Lagos,0,15.0,1,Semi Detached Duplex,10000000.0
5903,5.0,0,5.0,6,Maitama,Abuja,0,0.0,0,Semi Detached Duplex,50000000.0
5906,5.0,0,5.0,6,Ogudu,Lagos,0,0.0,0,Detached Duplex,12000000.0
5908,10.0,0,10.0,10,Lekki,Lagos,0,8.0,0,Hotel Guest  Commercial Property,55000000.0
5909,1.0,1,1.0,1,Oshodi,Lagos,0,8.0,0,mini flat Self Contain Flat Apartment,300000.0
5910,1.0,1,1.0,1,Oshodi,Lagos,0,8.0,0,mini flat Self Contain Flat Apartment,800000.0
5911,1.0,1,1.0,1,Oshodi,Lagos,0,8.0,0,mini flat Self Contain Flat Apartment,800000.0
5913,2.0,0,2.0,3,Ajah,Lagos,1,0.0,0,Flat Apartment,2500000.0
5914,4.0,0,4.0,5,Ikoyi,Lagos,0,11.0,0,Terraced Duplex,60000000.0
5915,1.0,0,1.0,1,Lekki,Lagos,0,11.0,0,mini flat Shared Apartment Flat Apartment,1700000.0
5916,5.0,0,5.0,6,Lekki,Lagos,0,11.0,0,Detached Duplex,10000000.0
5917,1.0,0,1.0,1,Lekki,Lagos,0,11.0,0,mini flat Boys Quarters Flat Apartment,1000000.0
5918,2.0,0,2.0,3,Wuse 2,Abuja,0,0.0,0,Flat Apartment,8000000.0
5919,1.0,1,1.0,1,Lekki,Lagos,0,6.0,1,mini flat Shared Apartment Flat Apartment,1500000.0
5920,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,3000000.0
5921,3.0,0,3.0,3,Ojodu,Lagos,0,0.0,0,Blocks Of Flats,4000000.0
5924,2.0,0,2.0,3,Amuwo Odofin,Lagos,0,0.0,0,Flat Apartment,2500000.0
5926,1.0,0,2.0,2,Ikorodu,Lagos,0,0.0,0,Mini flat Apartment,500000.0
5927,2.0,1,3.0,3,Ibadan,Oyo,0,8.0,0,Blocks Of Flats,2000000.0
5928,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1700000.0
5929,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,5000000.0
5930,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,30000000.0
5931,1.0,1,1.0,1,Lekki,Lagos,0,8.0,1,Mini flat Apartment,1500000.0
5933,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,1200000.0
5934,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,30000000.0
5935,3.0,1,4.0,4,Ikoyi,Lagos,0,8.0,1,Massionette,22000000.0
5936,4.0,1,4.0,5,Lekki,Lagos,0,11.0,0,Semi Detached Duplex,25000000.0
5938,4.0,0,4.0,5,Wuse 1,Abuja,0,15.0,0,Semi Detached Duplex,49500000.0
5939,4.0,0,5.0,5,Kagarko,Kaduna,0,17.0,1,Shared Apartment Flat Apartment,4500000.0
5940,3.0,0,3.0,4,Lekki,Lagos,1,15.0,1,Terraced Duplex,7500000.0
5941,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,20000000.0
5942,4.0,0,5.0,5,Lekki,Lagos,0,11.0,0,Semi Detached Duplex,10000000.0
5943,3.0,0,3.0,4,Garki 1,Abuja,0,0.0,0,Shared Apartment Flat Apartment,1400000.0
5944,3.0,0,3.0,4,Ajah,Lagos,0,15.0,1,Detached Bungalow,2200000.0
5945,5.0,0,5.0,6,Ikoyi,Lagos,0,0.0,0,Massionette,74932000.0
5946,3.0,0,3.0,4,Ikoyi,Lagos,0,8.0,1,Blocks Of Flats,50000000.0
5947,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,2500000.0
5948,2.0,0,3.0,3,Ipaja,Lagos,0,12.0,1,Flat Apartment,500000.0
5949,4.0,0,4.0,5,Lekki,Lagos,0,15.0,0,Semi Detached Duplex,9000000.0
5950,1.0,0,1.0,2,Apo,Abuja,0,0.0,0,Mini flat Apartment,3500000.0
5951,4.0,0,4.0,5,Lekki,Lagos,0,15.0,0,Semi Detached Duplex,9000000.0
5952,4.0,0,4.0,5,Lekki,Lagos,0,15.0,0,Semi Detached Duplex,7500000.0
5954,3.0,0,3.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,11000000.0
5957,2.0,1,2.0,3,Lugbe,Abuja,0,8.0,1,Blocks Of Flats,2500000.0
5958,3.0,1,3.0,4,Lugbe,Abuja,0,8.0,1,Blocks Of Flats,2500000.0
5959,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,6000000.0
5960,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,5000000.0
5961,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,8500000.0
5962,3.0,0,3.0,4,Ajah,Lagos,0,12.0,1,Blocks Of Flats,3000000.0
5963,2.0,0,2.0,3,Ajah,Lagos,0,17.0,1,Blocks Of Flats,4500000.0
5964,2.0,1,2.0,3,Ajah,Lagos,0,8.0,1,Blocks Of Flats,2000000.0
5965,2.0,1,2.0,2,Ajah,Lagos,0,8.0,1,Blocks Of Flats,2000000.0
5966,2.0,1,2.0,3,Lekki,Lagos,0,15.0,1,Blocks Of Flats,3500000.0
5967,2.0,1,2.0,3,Galadinmawa,Abuja,0,15.0,1,Massionette,3000000.0
5968,2.0,1,2.0,3,Ajah,Lagos,0,8.0,1,Blocks Of Flats,2500000.0
5969,2.0,1,2.0,3,Ajah,Lagos,0,8.0,1,Blocks Of Flats,1800000.0
5970,1.0,1,1.0,2,Ajah,Lagos,0,8.0,1,mini flat Blocks Of Flats,850000.0
5971,3.0,1,3.0,4,Ajah,Lagos,0,8.0,1,Blocks Of Flats,2200000.0
5972,4.0,0,4.0,5,Ajah,Lagos,0,15.0,1,Terraced Duplex,4000000.0
5973,2.0,1,2.0,3,Galadinmawa,Abuja,0,15.0,1,Massionette,3000000.0
5974,2.0,1,2.0,3,Ajah,Lagos,0,8.0,1,Blocks Of Flats,2500000.0
5975,2.0,0,2.0,3,Ajah,Lagos,0,15.0,1,Blocks Of Flats,2000000.0
5976,4.0,0,4.0,5,Ajah,Lagos,0,17.0,1,Terraced Duplex,6500000.0
5978,2.0,0,2.0,3,Galadinmawa,Abuja,0,12.0,1,Detached Bungalow,2500000.0
5979,3.0,1,3.0,3,Ajah,Lagos,0,8.0,1,Blocks Of Flats,2000000.0
5980,4.0,1,4.0,5,Ajah,Lagos,0,8.0,1,Terraced Duplex,4000000.0
5981,1.0,1,1.0,2,Ajah,Lagos,0,15.0,1,mini flat Blocks Of Flats,1300000.0
5982,2.0,0,2.0,3,Galadinmawa,Abuja,0,8.0,1,Blocks Of Flats,2200000.0
5983,4.0,1,4.0,5,Lekki,Lagos,0,15.0,1,Terraced Duplex,7000000.0
5984,3.0,1,3.0,4,Ajah,Lagos,0,8.0,1,Massionette,2000000.0
5985,1.0,1,1.0,2,Ajah,Lagos,0,15.0,1,Mini flat Apartment,1300000.0
5986,3.0,0,3.0,4,Ajah,Lagos,0,17.0,1,Blocks Of Flats,2500000.0
5987,1.0,0,1.0,2,Ajah,Lagos,0,15.0,1,mini flat Blocks Of Flats,1200000.0
5988,2.0,1,2.0,3,Ajah,Lagos,0,15.0,1,Blocks Of Flats,2500000.0
5989,3.0,1,3.0,4,Ajah,Lagos,0,8.0,1,Blocks Of Flats,3000000.0
5990,3.0,0,3.0,4,Ajah,Lagos,0,17.0,1,Blocks Of Flats,2500000.0
5991,1.0,0,1.0,2,Ajah,Lagos,0,8.0,1,mini flat Blocks Of Flats,1200000.0
5992,2.0,1,2.0,3,Ajah,Lagos,0,8.0,1,Blocks Of Flats,2500000.0
5993,1.0,0,1.0,1,Gbagada,Lagos,0,0.0,0,Mini flat Apartment,1500000.0
5996,2.0,0,2.0,3,Ikoyi,Lagos,0,12.0,1,Shared Apartment Flat Apartment,13000000.0
5997,3.0,1,3.0,4,Alimosho,Lagos,0,8.0,0,Flat Apartment,4000000.0
5998,5.0,1,5.0,6,Ojodu,Lagos,0,15.0,0,Detached Duplex,12000000.0
5999,2.0,0,3.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,3500000.0
6000,1.0,0,1.0,1,Lekki,Lagos,0,18.0,1,mini flat Studio Apartment Flat Apartment,1800000.0
6001,3.0,0,3.0,4,Victoria Island,Lagos,0,0.0,0,Massionette,12000000.0
6002,4.0,0,4.0,5,Ikoyi,Lagos,0,0.0,0,Terraced Duplex,40000000.0
6003,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,10000000.0
6009,1.0,0,2.0,2,Alimosho,Lagos,0,15.0,0,Mini flat Apartment,1200000.0
6010,2.0,0,2.0,3,Surulere,Lagos,0,0.0,0,Flat Apartment,3000000.0
6011,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Detached Bungalow,3500000.0
6012,2.0,0,1.0,2,Victoria Island,Lagos,0,0.0,0,Mini flat Apartment,4000000.0
6013,2.0,0,2.0,3,Ojodu,Lagos,0,0.0,0,Flat Apartment,2500000.0
6014,2.0,0,2.0,3,Ojodu,Lagos,0,0.0,0,Flat Apartment,1200000.0
6015,2.0,0,2.0,3,Victoria Island,Lagos,1,0.0,0,Flat Apartment,10000000.0
6016,2.0,0,1.0,2,Ajah,Lagos,0,0.0,0,Flat Apartment,2300000.0
6019,5.0,0,5.0,6,Ikoyi,Lagos,0,0.0,0,Semi Detached Duplex,35000000.0
6020,4.0,0,4.0,5,Ikoyi,Lagos,0,0.0,0,Semi Detached Duplex,25000000.0
6021,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,4000000.0
6022,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,8500000.0
6023,4.0,0,4.0,5,Kosofe/Ikosi,Lagos,0,0.0,0,Terraced Duplex,10000000.0
6024,3.0,0,3.0,4,Ogba,Lagos,0,0.0,0,Flat Apartment,3000000.0
6026,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Studio Apartment Flat Apartment,2500000.0
6028,1.0,0,1.0,1,Okota,Lagos,0,0.0,0,Mini flat Apartment,800000.0
6029,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1600000.0
6030,2.0,0,2.0,3,Surulere,Lagos,0,0.0,0,Flat Apartment,3500000.0
6031,2.0,0,1.0,2,Ogba,Lagos,0,0.0,0,Mini flat Apartment,1100000.0
6032,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Flat Apartment,4500000.0
6033,4.0,0,4.0,5,Kosofe/Ikosi,Lagos,0,15.0,0,Terraced Duplex,10000000.0
6034,2.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Flat Apartment,3200000.0
6035,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Studio Apartment Flat Apartment,2700000.0
6036,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,2500000.0
6037,1.0,0,1.0,1,Shomolu,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,750000.0
6038,4.0,0,4.0,5,Ibeju-Lekki,Lagos,0,0.0,0,Detached Duplex,2000000.0
6039,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1800000.0
6040,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,3000000.0
6041,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Flat Apartment,15000000.0
6042,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Flat Apartment,15000000.0
6043,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,2000000.0
6044,2.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,3800000.0
6045,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2700000.0
6046,3.0,0,3.0,4,Ogba,Lagos,0,0.0,0,Flat Apartment,3000000.0
6047,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,3500000.0
6048,2.0,0,1.0,2,Kosofe/Ikosi,Lagos,0,0.0,0,Mini flat Apartment,2000000.0
6049,2.0,0,1.0,2,Ikeja,Lagos,0,0.0,0,Mini flat Apartment,2000000.0
6051,2.0,0,1.0,2,Ipaja,Lagos,0,0.0,0,Mini flat Apartment,500000.0
6054,1.0,0,1.0,2,Gbagada,Lagos,0,0.0,0,Mini flat Apartment,1800000.0
6055,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Studio Apartment Flat Apartment,2500000.0
6056,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1600000.0
6057,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Flat Apartment,4500000.0
6058,2.0,0,2.0,3,Surulere,Lagos,0,0.0,0,Flat Apartment,3500000.0
6059,4.0,0,4.0,5,Kosofe/Ikosi,Lagos,0,15.0,0,Terraced Duplex,10000000.0
6060,2.0,0,1.0,2,Ogba,Lagos,0,0.0,0,Mini flat Apartment,1100000.0
6061,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Flat Apartment,15000000.0
6062,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2700000.0
6063,2.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,3800000.0
6064,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,2500000.0
6065,1.0,0,1.0,1,Shomolu,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,750000.0
6066,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Studio Apartment Flat Apartment,2700000.0
6067,3.0,0,3.0,4,Ogba,Lagos,0,0.0,0,Flat Apartment,3000000.0
6068,2.0,0,1.0,2,Kosofe/Ikosi,Lagos,0,0.0,0,Mini flat Apartment,2000000.0
6069,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,3500000.0
6070,2.0,0,1.0,2,Ikeja,Lagos,0,0.0,0,Mini flat Apartment,2000000.0
6072,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2700000.0
6073,2.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,3800000.0
6074,4.0,0,4.0,5,Ikeja,Lagos,0,0.0,0,Semi Detached Duplex,8000000.0
6075,4.0,0,4.0,5,Lekki,Lagos,0,15.0,0,Terraced Duplex,25000000.0
6076,3.0,0,3.0,4,Victoria Island,Lagos,0,15.0,0,Flat Apartment,15000000.0
6078,2.0,0,2.0,3,Alimosho,Lagos,0,15.0,0,Flat Apartment,1600000.0
6079,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,1700000.0
6080,4.0,0,4.0,5,Lekki,Lagos,0,15.0,0,Semi Detached Duplex,15000000.0
6081,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Semi Detached Duplex,4000000.0
6082,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,8000000.0
6083,2.0,0,1.0,2,Ajah,Lagos,0,0.0,0,Flat Apartment,2000000.0
6084,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,10000000.0
6085,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,5000000.0
6086,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,7500000.0
6087,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Studio Apartment Flat Apartment,3500000.0
6088,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,7000000.0
6089,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,4000000.0
6090,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,8500000.0
6092,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1200000.0
6093,3.0,0,3.0,4,Ikoyi,Lagos,0,15.0,0,Detached Bungalow,10000000.0
6096,2.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,4500000.0
6097,2.0,0,2.0,3,Victoria Island,Lagos,0,0.0,0,Flat Apartment,12000000.0
6098,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,12000000.0
6099,3.0,0,3.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,3500000.0
6100,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2500000.0
