bedroom,parking_lot,bathroom,toilets,town,state,serviced,extras,Stable Electricity,title,price
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦8,000,000/year"
1,No,1,2,Yaba,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,500,000/year"
2,No,3,3,Ajah,Lagos,No,,No,Flat Apartment," ₦1,500,000/year"
,Yes,,,Gwarinpa,Abuja,No,8,Yes,," ₦1,500,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦7,000,000"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦6,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦6,500,000/year"
5,Yes,5,Toilets,Wuye,Abuja,No,8,Yes,Detached Duplex," ₦20,000,000/year"
,No,,,Gwarinpa,Abuja,Yes,,No,," ₦10,000,000/year"
3,Yes,3,4,Victoria Island,Lagos,No,8,No,Flat Apartment," ₦20,000,000/year"
,Yes,,,Garki 2,Abuja,No,8,Yes,," ₦2,800,000/year"
2,No,3,3,Ajah,Lagos,No,,No,Flat Apartment," ₦3,000,000/year"
10,No,,10,Lekki,Lagos,No,,No,School Commercial Property," ₦140,000,000/year"
3,Yes,3,4,Ikoyi,Lagos,No,8,Yes,Flat Apartment," ₦50,000,000/year"
5,Yes,5,6,Victoria Island,Lagos,No,12,No,," ₦40,000,000"
4,No,4,5,Ajah,Lagos,No,,No,Terraced Duplex," ₦4,500,000/year"
1,No,1,2,Shomolu,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,800,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,750,000"
3,Yes,3,Toilets,Wuye,Abuja,No,8,Yes,Flat Apartment," ₦9,000,000/year"
1,No,1,2,Shomolu,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,500,000/year"
3,Yes,3,4,Ikoyi,Lagos,No,8,Yes,Flat Apartment," ₦25,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦200,000/sqm"
4,Yes,4,5,Victoria Island,Lagos,No,15,Yes,Terraced Duplex," ₦25,000,000/year"
,No,,,Lekki,Lagos,Yes,,No,," ₦170,000/sqm"
4,No,5,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,000,000/year"
,No,,,Ibadan,Oyo,No,,No,," ₦6,000,000/year"
,No,,,Ibadan,Oyo,No,,No,," ₦11,000,000/year"
1,No,1,2,Victoria Island,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦4,025,000"
4,No,4,5,Ikoyi,Lagos,No,,No,Semi Detached Duplex," ₦20,000,000/year"
4,Yes,4,5,Ikoyi,Lagos,No,8,No,Semi Detached Duplex," ₦30,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,500,000/year"
2,No,3,3,Ajah,Lagos,No,,No,Flat Apartment," ₦3,000,000/year"
4,Yes,4,Toilets,Gwarinpa,Abuja,No,8,Yes,Semi Detached Bungalow," ₦10,000,000/year"
,No,,,Asokoro,Abuja,No,,No,," ₦170,000,000/year"
,No,,,Galadinmawa,Abuja,No,,No,," ₦3,500,000/year"
1,No,1,1,Yaba,Lagos,No,,No,mini flat Self Contain Flat Apartment," ₦800,000/year"
1,No,1,2,Shomolu,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦2,000,000/year"
5,No,5,6,Ikoyi,Lagos,No,,No,Detached Duplex," ₦130,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦8,500,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦8,500,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Detached Duplex," ₦12,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦5,000,000/year"
1,No,1,1,Shomolu,Lagos,No,,No,mini flat Self Contain Flat Apartment," ₦1,000,000/year"
2,No,3,3,Ajah,Lagos,No,,No,Flat Apartment," ₦4,000,000/year"
5,No,6,6,Lekki,Lagos,No,11,No,Semi Detached Duplex," ₦12,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Terraced Duplex," ₦5,000,000/year"
3,Yes,3,4,Lekki,Lagos,No,15,No,Terraced Duplex," ₦12,000,000/year"
5,No,5,6,Lekki,Lagos,No,15,No,Detached Duplex," ₦18,000,000/year"
,Yes,,1,Wuse 2,Abuja,No,8,Yes,," ₦11,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,15,Yes,Terraced Duplex," ₦25,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Terraced Duplex," ₦4,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,15,Yes,Massionette," ₦15,000,000"
1,No,1,1,Alimosho,Lagos,No,,No,mini flat Blocks Of Flats," ₦2,000,000/year"
5,Yes,5,Toilets,Maitama,Abuja,No,8,Yes,Detached Duplex," ₦80,000,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Studio Apartment Flat Apartment," ₦4,000,000/year"
3,Yes,3,4,Lokogoma,Abuja,No,15,No,Detached Bungalow," ₦5,000,000/year"
1,Yes,1,1,Lekki,Lagos,No,8,No,mini flat Studio Apartment Flat Apartment," ₦2,600,000/year"
1,No,1,1,Yaba,Lagos,No,,No,mini flat Self Contain Flat Apartment," ₦800,000/year"
1,No,1,1,Lekki,Lagos,No,20,Yes,mini flat Shared Apartment Flat Apartment," ₦1,800,000/year"
1,No,1,1,Ilupeju,Lagos,No,,No,mini flat Self Contain Flat Apartment," ₦800,000/year"
1,Yes,1,Toilets,Asokoro,Abuja,No,8,Yes,mini flat Mini Flat Flat Apartment," ₦3,500,000/year"
,No,,,Shomolu,Lagos,No,,No,," ₦6,500,000/year"
1,No,1,2,Ilupeju,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,500,000/year"
3,Yes,3,4,Karmo,Abuja,No,8,Yes,Flat Apartment," ₦3,500,000/year"
1,Yes,1,1,Lekki,Lagos,Yes,8,Yes,mini flat Studio Apartment Flat Apartment," ₦2,600,000/year"
,Yes,,,Gwarinpa,Abuja,No,8,Yes,," ₦1,200,000/year"
,Yes,,,Gwarinpa,Abuja,No,8,Yes,," ₦1,200,000/year"
,No,,,Ibadan,Oyo,No,,No,," ₦600,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦35,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦35,000,000/year"
3,No,3,3,Alimosho,Lagos,No,,No,Detached Bungalow," ₦3,000,000/year"
4,No,5,5,Lekki,Lagos,No,11,No,Semi Detached Duplex," ₦7,500,000"
1,No,1,2,Yaba,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,300,000/year"
1,No,1,1,Shomolu,Lagos,No,,No,mini flat Studio Apartment Flat Apartment," ₦800,000/year"
4,No,5,5,Ajah,Lagos,No,,No,Semi Detached Duplex," ₦4,500,000/year"
,No,,,Asokoro,Abuja,No,,No,," ₦9,000,000/year"
3,No,4,4,Lekki,Lagos,No,,No,Flat Apartment," ₦5,000,000/year"
4,Yes,4,Toilets,Gwarinpa,Abuja,No,8,Yes,Detached Bungalow," ₦6,000,000/year"
4,No,4,5,Ajah,Lagos,No,,No,Terraced Duplex," ₦4,200,000/year"
3,No,3,4,Ajah,Lagos,No,,No,Terraced Duplex," ₦4,500,000/year"
1,No,1,1,Yaba,Lagos,No,,No,mini flat Self Contain Flat Apartment," ₦1,000,000/year"
,No,,,Alimosho,Lagos,No,,No,," ₦1,000,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Shared Apartment Flat Apartment," ₦1,600,000/year"
3,Yes,3,Toilets,Mabushi,Abuja,No,8,Yes,Flat Apartment," ₦4,000,000/year"
3,No,2,2,Yaba,Lagos,No,,No,Flat Apartment," ₦3,000,000/year"
2,No,2,3,Ajah,Lagos,No,,No,Flat Apartment," ₦2,500,000/year"
,Yes,,,Gwarinpa,Abuja,No,8,Yes,," ₦1,450,000/year"
3,No,4,4,Victoria Island,Lagos,No,,No,Flat Apartment," ₦30,000,000/year"
4,No,4,5,Ajah,Lagos,No,,No,Terraced Duplex," ₦4,500,000/year"
1,No,1,2,Shomolu,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,800,000/year"
3,Yes,3,4,Ikoyi,Lagos,No,8,Yes,Flat Apartment," ₦50,000,000/year"
5,Yes,5,6,Victoria Island,Lagos,No,12,No,," ₦40,000,000"
3,Yes,3,Toilets,Wuye,Abuja,No,8,Yes,Flat Apartment," ₦9,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦35,000,000/year"
,Yes,,,Gwarinpa,Abuja,No,8,Yes,," ₦1,200,000/year"
,Yes,,,Gwarinpa,Abuja,No,8,Yes,," ₦1,200,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦35,000,000/year"
,No,,,Ibadan,Oyo,No,,No,," ₦600,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Flat Apartment," ₦6,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Flat Apartment," ₦30,000,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦3,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Flat Apartment," ₦45,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦5,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Flat Apartment," ₦60,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦30,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦400,000/sqm"
,No,,,Ikoyi,Lagos,No,,No,Terraced Duplex," ₦30,000,000/year"
,No,,,Lekki,Lagos,No,,No,Terraced Duplex," ₦7,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦6,500,000/year"
,No,,,Lekki,Lagos,No,,No,Terraced Duplex," ₦35,000,000/year"
,No,,,Lekki,Lagos,No,,No,Detached Duplex," ₦12,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,Flat Apartment," ₦20,000,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Flat Apartment," ₦15,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦4,300,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦8,500,000/year"
,No,,,Lekki,Lagos,No,,No,Detached Duplex," ₦60,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Flat Apartment," ₦25,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦4,300,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦8,500,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Flat Apartment," ₦15,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦150,000/sqm"
,No,,,Ikoyi,Lagos,No,,No,," ₦12,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦110,000/sqm"
,No,,,Lekki,Lagos,No,,No,Detached Duplex," ₦18,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦6,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Terraced Duplex," ₦30,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦7,500,000/year"
,No,,,Victoria Island,Lagos,No,,No,Flat Apartment," ₦30,000,000/year"
,No,,,Ikoyi,Lagos,Yes,,No,Semi Detached Duplex," ₦25,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Flat Apartment," ₦22,000,000/year"
,No,,,Lekki,Lagos,No,,No,Flat Apartment," ₦12,000,000/year"
,No,,,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦25,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Terraced Duplex," ₦25,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦28,000,000/year"
4,No,4,5,Lekki,Lagos,No,12,No,Terraced Duplex," ₦6,000,000/year"
6,No,6,7,Ikoyi,Lagos,No,12,No,," ₦45,000,000/year"
3,No,2,2,Lekki,Lagos,No,,No,," ₦10,000,000/year"
,No,,2,Lekki,Lagos,No,,No,," ₦10,500,000/year"
4,No,4,5,Lekki,Lagos,No,12,No,Terraced Duplex," ₦6,000,000/year"
,No,,3,Ikoyi,Lagos,No,,No,," ₦15,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦7,000,000/year"
1,No,1,1,Surulere,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,400,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦8,000,000/year"
,No,1,1,Shomolu,Lagos,No,,No,," ₦1,800,000/year"
,No,1,1,Yaba,Lagos,No,,No,," ₦1,300,000/year"
4,No,4,5,Lekki,Lagos,No,13,No,Terraced Duplex," ₦25,000,000/year"
1,No,1,2,Shomolu,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦12,500,000/year"
3,No,3,4,Lekki,Lagos,No,11,No,Terraced Duplex," ₦5,500,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Flat Apartment," ₦10,000,000/year"
1,No,1,2,Victoria Island,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦7,000,000/year"
2,No,1,2,Victoria Island,Lagos,No,,No,Flat Apartment," ₦20,000,000/year"
4,No,4,5,Lekki,Lagos,No,12,No,Terraced Duplex," ₦9,000,000/year"
5,Yes,5,6,Victoria Island,Lagos,No,17,No,Semi Detached Duplex," ₦30,000,000/year"
4,No,4,5,Lekki,Lagos,Yes,15,No,Semi Detached Duplex," ₦6,500,000/year"
2,No,2,3,Ikoyi,Lagos,No,12,No,Flat Apartment," ₦12,000,000/year"
1,Yes,1,2,Lekki,Lagos,Yes,17,No,mini flat Mini Flat Flat Apartment," ₦3,000,000/year"
2,No,2,3,Ikoyi,Lagos,No,15,No,Flat Apartment," ₦25,000,000/year"
1,No,1,2,Surulere,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦2,000,000/year"
4,No,4,5,Lekki,Lagos,Yes,15,No,Semi Detached Duplex," ₦6,500,000/year"
2,No,2,3,Ikoyi,Lagos,No,12,No,Flat Apartment," ₦12,000,000/year"
,No,,,Abule Egba,Lagos,No,,No,Flat Apartment," ₦2,000,000/year"
,No,,,Abule Egba,Lagos,No,,No,," ₦1,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,8,No,Semi Detached Duplex," ₦15,000,000/year"
3,Yes,3,4,Lekki,Lagos,No,8,No,Flat Apartment," ₦5,000,000/year"
2,Yes,2,3,Lekki,Lagos,No,8,Yes,Flat Apartment," ₦13,000,000/year"
4,Yes,4,5,Ikoyi,Lagos,No,8,Yes,Terraced Duplex," ₦35,000,000/year"
2,Yes,2,3,Ikeja,Lagos,Yes,8,Yes,Flat Apartment," ₦8,000,000/year"
3,No,3,Toilets,Ikoyi,Lagos,Yes,,No,Flat Apartment," ₦40,000,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Flat Apartment," ₦10,000,000/year"
4,No,4,5,Lekki,Lagos,No,8,Yes,Terraced Duplex," ₦12,000,000/year"
5,Yes,5,6,Ikoyi,Lagos,No,15,No,Terraced Duplex," ₦40,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Flat Apartment," ₦18,000,000/year"
2,Yes,2,3,Lekki,Lagos,No,8,Yes,Flat Apartment," ₦12,000,000/year"
2,No,2,3,Ikoyi,Lagos,Yes,,No,Flat Apartment," ₦35,000,000/year"
5,Yes,5,6,Lekki,Lagos,No,8,No,Semi Detached Duplex," ₦25,000,000/year"
5,Yes,5,6,Lekki,Lagos,No,8,Yes,Detached Duplex," ₦60,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦400,000/sqm"
2,No,2,3,Ikoyi,Lagos,Yes,,No,Flat Apartment," ₦35,000,000/year"
5,Yes,5,6,Lekki,Lagos,No,8,No,Semi Detached Duplex," ₦25,000,000/year"
2,No,2,2,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦800,000/year"
3,No,3,3,Ibadan,Oyo,No,,No,Detached Bungalow," ₦1,300,000/year"
2,No,2,2,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦500,000/year"
3,No,3,3,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦800,000/year"
1,No,1,1,Ibadan,Oyo,No,,No,mini flat Mini Flat Flat Apartment," ₦300,000/year"
1,No,1,1,Ibadan,Oyo,No,,No,mini flat Mini Flat Flat Apartment," ₦400,000/year"
3,No,3,3,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦1,200,000/year"
3,No,3,3,Ibadan,Oyo,No,,No,Detached Bungalow," ₦1,000,000/year"
3,No,3,3,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦1,000,000/year"
2,No,2,2,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦800,000/year"
1,No,1,1,Ibadan,Oyo,No,,No,mini flat Mini Flat Flat Apartment," ₦500,000/year"
1,No,1,1,Ibadan,Oyo,No,,No,mini flat Mini Flat Flat Apartment," ₦500,000/year"
2,No,2,2,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦400,000/year"
1,No,1,1,Ibadan,Oyo,No,,No,mini flat Mini Flat Flat Apartment," ₦450,000/year"
1,No,1,1,Ibadan,Oyo,No,,No,mini flat Mini Flat Flat Apartment," ₦500,000/year"
3,No,3,3,Ibadan,Oyo,No,,No,Detached Bungalow," ₦1,500,000/year"
3,No,3,3,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦600,000/year"
2,No,2,2,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦600,000/year"
3,No,3,3,Ibadan,Oyo,No,,No,," ₦700,000/year"
1,No,1,1,Ibadan,Oyo,No,,No,mini flat Mini Flat Flat Apartment," ₦500,000/year"
3,No,3,3,Ibadan,Oyo,No,,No,Detached Bungalow," ₦1,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦2,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦40,000/sqm"
,No,,,Victoria Island,Lagos,No,,No,," ₦10,000/sqm"
,No,,,Lekki,Lagos,No,,No,," ₦210,000/sqm"
1,No,1,2,Victoria Island,Lagos,No,,No,mini flat Mini Flat Flat Apartment," $38,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦70,000/sqm"
3,No,3,4,Ikoyi,Lagos,No,,No,Flat Apartment," $25,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦2,500,000/year"
3,No,3,4,Victoria Island,Lagos,No,,No,Flat Apartment," $76,000/year"
2,No,2,2,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦1,000,000/year"
3,No,4,4,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦3,000,000/year"
5,No,5,5,Ibadan,Oyo,No,,No,Semi Detached Duplex," ₦1,200,000/year"
2,No,2,2,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦1,200,000/year"
6,No,6,6,Ibadan,Oyo,No,,No,Detached Duplex," ₦7,000,000/year"
3,No,4,4,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦5,500,000/year"
3,No,3,3,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦2,500,000/year"
2,No,2,2,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦2,000,000/year"
3,No,3,3,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦3,000,000/year"
2,No,2,2,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦2,000,000/year"
4,No,5,5,Ibadan,Oyo,No,,No,Terraced Duplex," ₦5,000,000/year"
3,No,4,4,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦2,500,000/year"
,No,,,Ibadan,Oyo,No,,No,," ₦5,000,000/year"
2,No,2,2,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦1,200,000/year"
1,No,1,1,Ibadan,Oyo,No,,No,mini flat Blocks Of Flats," ₦650,000/year"
,No,,,Ibadan,Oyo,No,,No,," ₦1,500,000/year"
3,No,3,3,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦3,000,000/year"
3,No,4,4,Ibadan,Oyo,No,,No,Blocks Of Flats," ₦1,200,000/year"
1,No,1,1,Ibadan,Oyo,No,,No,," ₦1,200,000/year"
4,No,5,5,Ibadan,Oyo,No,,No,Semi Detached Duplex," ₦13,000,000/year"
,No,3,Toilets,Ikorodu,Lagos,No,,No,," ₦2,000,000/year"
2,No,3,3,Ikorodu,Lagos,No,,No,Flat Apartment," ₦1,500,000/year"
,No,,,Ikorodu,Lagos,No,,No,," ₦20,000,000/year"
2,No,3,3,Ikorodu,Lagos,No,,No,Flat Apartment," ₦1,300,000/year"
,No,,,Ikeja,Lagos,No,,No,," ₦60,000,000/year"
,No,,,Ojodu,Lagos,No,,No,," ₦7,000,000/year"
,No,,,Ikeja,Lagos,No,,No,," ₦30,000,000/year"
2,No,3,3,Ikorodu,Lagos,No,,No,Flat Apartment," ₦1,500,000/year"
,No,2,3,Ikorodu,Lagos,No,,No,," ₦1,300,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦2,100,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Studio Apartment Flat Apartment," ₦2,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦750,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Detached Duplex," ₦25,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,300,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,200,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦10,000,000"
2,No,2,3,Lekki,Lagos,No,,No,Flat Apartment," ₦3,500,000/year"
1,No,1,2,Lekki,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦3,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦3,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦2,200,000/year"
1,No,1,2,Lekki,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦4,500,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦8,500,000/year"
1,No,1,2,Lekki,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦2,800,000"
,No,,,Lekki,Lagos,No,,No,," ₦1,500,000/year"
1,No,1,2,Victoria Island,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦4,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦3,500,000/year"
1,No,1,2,Lekki,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦2,800,000"
,No,,,Lekki,Lagos,No,,No,," ₦1,500,000/year"
1,No,1,2,Victoria Island,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦4,000,000/year"
4,Yes,4,5,Ikoyi,Lagos,No,8,Yes,Flat Apartment," ₦45,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,," $25,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦70,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦40,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦360,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Massionette," ₦30,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Terraced Duplex," ₦43,000,000/year"
1,No,1,1,Surulere,Lagos,No,17,Yes,mini flat Flat Apartment," ₦750,000/year"
,No,,,Surulere,Lagos,No,17,Yes,Commercial Property," ₦5,000,000/year"
,No,,,Surulere,Lagos,No,17,Yes,Commercial Property," ₦5,000,000/year"
1,No,1,1,Surulere,Lagos,No,17,Yes,mini flat Flat Apartment," ₦950,000/year"
3,No,4,4,Surulere,Lagos,No,17,Yes,Flat Apartment," ₦3,000,000/year"
1,No,2,2,Surulere,Lagos,No,17,Yes,mini flat Mini Flat Flat Apartment," ₦2,500,000/year"
3,No,3,3,Surulere,Lagos,No,17,Yes,Flat Apartment," ₦3,000,000/year"
,No,,,Surulere,Lagos,No,17,Yes,," ₦10,000,000/year"
3,No,2,2,Surulere,Lagos,No,17,Yes,Flat Apartment," ₦2,500,000/year"
3,No,2,2,Surulere,Lagos,No,17,Yes,Flat Apartment," ₦2,500,000/year"
,No,,,Surulere,Lagos,No,17,Yes,," ₦300,000/year"
4,No,5,5,Surulere,Lagos,No,12,Yes,," ₦10,000,000/year"
2,No,1,1,Surulere,Lagos,No,17,Yes,Flat Apartment," ₦2,000,000/year"
,No,,,Surulere,Lagos,No,17,Yes,," ₦2,000,000/year"
2,No,3,3,Surulere,Lagos,No,17,Yes,Flat Apartment," ₦1,700,000/year"
,No,,,Surulere,Lagos,No,,No,," ₦5,000,000/year"
3,No,4,4,Surulere,Lagos,No,17,Yes,Flat Apartment," ₦4,500,000/year"
2,No,3,3,Surulere,Lagos,No,17,Yes,Flat Apartment," ₦1,200,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦1,200,000/year"
1,No,2,2,Shomolu,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,800,000/year"
,No,,,Shomolu,Lagos,No,15,No,," ₦800,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦800,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦700,000/year"
1,No,1,1,Ojodu,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,400,000/year"
1,No,1,1,Shomolu,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,700,000/year"
,No,,,Shomolu,Lagos,No,,No,," ₦800,000/year"
1,No,2,2,Shomolu,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,800,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦3,000,000/year"
4,No,5,5,Ajah,Lagos,No,,No,Terraced Duplex," ₦3,000,000/year"
2,No,3,3,Ajah,Lagos,No,,No,Blocks Of Flats," ₦2,400,000/year"
2,No,3,3,Ajah,Lagos,No,,No,Terraced Duplex," ₦3,000,000/year"
4,No,5,5,Ajah,Lagos,No,,No,Semi Detached Duplex," ₦5,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦3,000,000/year"
4,No,5,5,Ajah,Lagos,No,,No,Terraced Duplex," ₦3,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦21,000,000/year"
4,No,5,5,Ajah,Lagos,No,,No,Terraced Duplex," ₦6,800,000/year"
1,No,1,1,Ajah,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦800,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦20,000,000/year"
4,No,5,5,Sangotedo,Lagos,No,,No,Semi Detached Duplex," ₦3,500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦800,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,000,000/year"
2,No,3,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦7,500,000/year"
1,No,2,2,Ajah,Lagos,No,,No,mini flat Blocks Of Flats," ₦1,400,000/year"
4,No,5,5,Ajah,Lagos,No,,No,Detached Duplex," ₦4,000,000/year"
4,No,5,5,Ibeju-Lekki,Lagos,No,,No,Semi Detached Duplex," ₦3,200,000/year"
2,No,3,3,Sangotedo,Lagos,No,,No,Blocks Of Flats," ₦2,700,000/year"
4,No,5,5,Ajah,Lagos,No,,No,Blocks Of Flats," ₦3,000,000/year"
2,No,3,3,Ajah,Lagos,No,,No,Blocks Of Flats," ₦1,800,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦7,000,000/year"
3,No,4,4,Ajah,Lagos,No,,No,Terraced Duplex," ₦8,000,000/year"
5,No,6,6,Ajah,Lagos,No,,No,Detached Bungalow," ₦2,500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,000,000/year"
2,No,3,3,Ajah,Lagos,No,,No,Blocks Of Flats," ₦2,800,000/year"
3,No,4,4,Ajah,Lagos,No,,No,Terraced Duplex," ₦3,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦550,000/year"
