bedroom,parking_lot,bathroom,toilets,town,state,serviced,extras,Stable Electricity,title,price
1,No,1,2,Lekki,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,200,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,200,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦700,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦800,000/year"
,No,,,Ibeju-Lekki,Lagos,No,,No,," ₦700,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,200,000/year"
,No,,,Ikoyi,Lagos,No,,No,Penthouse Flat Apartment," ₦85,000,000/year"
2,No,2,3,Gbagada,Lagos,No,,No,Flat Apartment," ₦4,000,000/year"
,No,,,Shomolu,Lagos,No,,No,," ₦1,000,000/year"
1,No,1,2,Gbagada,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦3,000,000/year"
1,No,1,2,Gbagada,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,500,000"
2,No,2,3,Lekki,Lagos,No,,No,Flat Apartment," ₦8,000,000/year"
3,No,3,4,Gbagada,Lagos,No,,No,Flat Apartment," ₦3,500,000"
1,No,1,2,Gbagada,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,500,000/year"
2,No,2,3,Yaba,Lagos,No,,No,Flat Apartment," ₦2,500,000/year"
,No,,,Ogudu,Lagos,No,,No,," ₦1,000,000/year"
1,No,1,2,Kosofe/Ikosi,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,200,000/year"
,No,,,Gbagada,Lagos,No,,No,," ₦900,000/year"
1,No,1,2,Gbagada,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,800,000/year"
,No,,,Gbagada,Lagos,No,,No,," ₦900,000/year"
2,No,2,3,Gbagada,Lagos,No,,No,Flat Apartment," ₦3,500,000/year"
2,No,2,3,Yaba,Lagos,No,,No,Flat Apartment," ₦3,500,000/year"
1,No,1,2,Yaba,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,800,000"
3,No,3,4,Gbagada,Lagos,No,,No,Flat Apartment," ₦3,500,000/year"
3,No,3,4,Yaba,Lagos,No,,No,Flat Apartment," ₦2,800"
2,No,2,3,Yaba,Lagos,No,,No,Flat Apartment," ₦3,500,000/year"
2,No,2,3,Ikoyi,Lagos,No,,No,Flat Apartment," $40,000/year"
3,No,3,4,Gbagada,Lagos,No,,No,Flat Apartment," ₦3,500,000/year"
3,No,3,4,Ikoyi,Lagos,No,,No,Flat Apartment," $50,000/year"
2,No,2,3,Ogudu,Lagos,No,,No,Flat Apartment," ₦3,500,000/year"
3,No,3,4,Gbagada,Lagos,No,,No,Flat Apartment," ₦5,000,000"
1,No,1,2,Maryland,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦2,000,000"
2,No,2,3,Yaba,Lagos,No,,No,Flat Apartment," ₦2,400,000"
,No,,,Ogudu,Lagos,No,,No,," ₦900,000/year"
1,No,1,2,Kosofe/Ikosi,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,500,000"
2,No,2,3,Surulere,Lagos,No,,No,Flat Apartment," ₦3,000,000/year"
,No,,,Gbagada,Lagos,No,,No,," ₦550,000/year"
2,No,2,3,Maryland,Lagos,No,,No,Flat Apartment," ₦8,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦7,000,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦1,700,000"
2,No,2,3,Maryland,Lagos,No,,No,Flat Apartment," ₦8,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦3,500,000/year"
,No,1,1,Lekki,Lagos,No,15,No,," ₦3,000,000/year"
4,No,4,5,Lekki,Lagos,Yes,15,No,Semi Detached Duplex," ₦7,500,000/year"
3,Yes,3,4,Lekki,Lagos,Yes,8,No,Flat Apartment," ₦9,500,000/year"
,Yes,,,Lekki,Lagos,Yes,8,Yes,," ₦130,000/sqm"
,No,1,1,Lekki,Lagos,Yes,,No,," ₦4,000,000/year"
4,Yes,4,5,Victoria Island,Lagos,Yes,8,Yes,Flat Apartment," ₦14,000,000/year"
4,Yes,4,5,Lekki,Lagos,Yes,8,No,Detached Duplex," ₦12,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Commercial Property," ₦30,000,000/year"
,No,3,4,Lekki,Lagos,Yes,17,Yes,," ₦160,000/sqm"
5,No,5,6,Lekki,Lagos,Yes,11,No,," ₦15,000,000/year"
,No,1,1,Lekki,Lagos,No,15,Yes,," ₦2,400,000/year"
,Yes,1,1,Lekki,Lagos,No,8,Yes,," ₦2,000,000/year"
4,Yes,4,5,Lekki,Lagos,Yes,15,Yes,Terraced Duplex," ₦10,000,000/year"
2,Yes,2,3,Lekki,Lagos,Yes,15,Yes,Flat Apartment," ₦11,000,000/year"
,Yes,1,1,Lekki,Lagos,Yes,15,Yes,," ₦220,000/sqm"
5,No,5,6,Lekki,Lagos,Yes,,No,," ₦12,000,000/year"
3,No,3,4,Lekki,Lagos,Yes,,No,Flat Apartment," ₦4,500,000/year"
,No,1,1,Yaba,Lagos,No,,No,," ₦800,000/year"
,No,4,4,Lekki,Lagos,Yes,,No,," ₦60,000/sqm"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦45,000,000/year"
4,Yes,4,5,Lekki,Lagos,Yes,8,Yes,Terraced Duplex," ₦10,000,000/year"
2,Yes,2,3,Lekki,Lagos,Yes,8,Yes,Flat Apartment," ₦11,000,000/year"
,Yes,1,1,Lekki,Lagos,Yes,15,Yes,," ₦220,000/sqm"
5,No,5,6,Lekki,Lagos,Yes,,No,," ₦12,000,000/year"
,No,1,1,Lekki,Lagos,Yes,12,No,," ₦2,900,000/year"
,No,,,Lekki,Lagos,Yes,,No,," ₦100,000/sqm"
,Yes,3,4,Lekki,Lagos,Yes,15,No,," ₦75,000/sqm"
,No,1,1,Lekki,Lagos,No,,No,," ₦600,000/year"
4,Yes,4,5,Victoria Island,Lagos,No,15,No,Terraced Duplex," ₦25,000,000/year"
4,No,4,5,Lekki,Lagos,Yes,,No,Terraced Duplex," ₦6,000,000/year"
,No,1,1,Lekki,Lagos,No,,No,," ₦3,000,000/year"
2,No,2,3,Gbagada,Lagos,No,,No,Flat Apartment," ₦4,000,000/year"
2,No,2,3,Lekki,Lagos,Yes,,No,Flat Apartment," ₦13,000,000/year"
2,No,2,3,Lekki,Lagos,Yes,,No,Commercial Property," ₦5,000,000/year"
4,Yes,4,5,Victoria Island,Lagos,Yes,8,Yes,," ₦16,000,000/year"
,Yes,1,2,Lekki,Lagos,Yes,15,Yes,," ₦60,000/sqm"
4,Yes,4,5,Victoria Island,Lagos,Yes,8,Yes,," ₦16,000,000/year"
,Yes,1,2,Lekki,Lagos,Yes,15,Yes,," ₦60,000/sqm"
4,No,4,4,Lekki,Lagos,No,,No,," ₦4,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,8,Yes,Terraced Duplex," ₦4,500,000/year"
,No,,,Abule Egba,Lagos,No,,No,Flat Apartment," ₦1,300,000/year"
,No,,,Ipaja,Lagos,No,,No,," ₦350,000/year"
,No,,,Ipaja,Lagos,No,,No,," ₦4,000,000/year"
,No,,,Kosofe/Ikosi,Lagos,No,,No,Flat Apartment," ₦5,000,000/year"
,No,,,Abule Egba,Lagos,No,,No,," ₦800,000/year"
,No,,,Ogba,Lagos,No,,No,Flat Apartment," ₦1,800,000/year"
,No,,,Ojodu,Lagos,No,,No,Flat Apartment," ₦4,000,000/year"
,No,,,Ipaja,Lagos,No,,No,," ₦650,000/year"
,No,,,Abule Egba,Lagos,No,,No,Flat Apartment," ₦1,200,000/year"
,No,,,Abule Egba,Lagos,No,,No,Flat Apartment," ₦1,200,000/year"
,No,,,Abule Egba,Lagos,No,,No,," ₦600,000/year"
,No,,,Abule Egba,Lagos,No,,No,," ₦800,000/year"
,No,,,Ojodu,Lagos,No,,No,Flat Apartment," ₦3,000,000/year"
,No,,,Ogba,Lagos,No,,No,Flat Apartment," ₦2,500,000/year"
,No,,,Ojodu,Lagos,No,,No,Flat Apartment," ₦5,000,000/year"
,No,,,Ipaja,Lagos,No,,No,," ₦400,000/year"
,No,,,Ojodu,Lagos,No,,No,Flat Apartment," ₦5,000,000/year"
,No,,,Ipaja,Lagos,No,,No,," ₦400,000/year"
,No,,,Ogba,Lagos,No,,No,Flat Apartment," ₦2,500,000/year"
,No,,,Ogba,Lagos,No,,No,," ₦1,600,000/year"
,No,,,Abule Egba,Lagos,No,,No,," ₦800,000/year"
,No,,,Kosofe/Ikosi,Lagos,No,,No,Flat Apartment," ₦2,500,000/year"
,No,,,Ipaja,Lagos,No,,No,," ₦600,000/year"
,No,,,Abule Egba,Lagos,No,,No,Flat Apartment," ₦1,000,000/year"
,No,,,Ipaja,Lagos,No,,No,Flat Apartment," ₦1,700,000/year"
,No,,,Abule Egba,Lagos,No,,No,," ₦1,000,000/year"
,No,,,Ipaja,Lagos,No,,No,," ₦450,000/year"
,No,,,Ogba,Lagos,No,,No,," ₦1,600,000/year"
,No,,,Abule Egba,Lagos,No,,No,Flat Apartment," ₦1,700,000/year"
,No,,,Abule Egba,Lagos,No,,No,Flat Apartment," ₦1,300,000/year"
,No,,,Abule Egba,Lagos,No,,No,Flat Apartment," ₦2,300,000/year"
,No,,,Ojodu,Lagos,No,,No,," ₦2,000,000/year"
,No,,,Ojodu,Lagos,No,,No,," ₦1,500,000/year"
,No,,,Ipaja,Lagos,No,,No,," ₦650,000/year"
,No,,,Ojodu,Lagos,No,,No,Flat Apartment," ₦2,000,000/year"
,No,,,Abule Egba,Lagos,No,,No,," ₦800,000/year"
,No,,,Ipaja,Lagos,No,,No,," ₦450,000/year"
,No,,,Abule Egba,Lagos,No,,No,Flat Apartment," ₦2,300,000/year"
,No,,,Ojodu,Lagos,No,,No,," ₦2,000,000/year"
,No,,,Abule Egba,Lagos,No,,No,Flat Apartment," ₦1,300,000/year"
,No,,,Ojodu,Lagos,No,,No,," ₦1,500,000/year"
,No,,,Ipaja,Lagos,No,,No,," ₦650,000/year"
,No,,,Ojodu,Lagos,No,,No,Flat Apartment," ₦2,000,000/year"
,No,,,Abule Egba,Lagos,No,,No,," ₦800,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Shared Apartment Flat Apartment," ₦3,200,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Shared Apartment Flat Apartment," ₦1,500,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Shared Apartment Flat Apartment," ₦1,300,000/year"
4,No,4,5,Lekki,Lagos,No,17,No,Semi Detached Duplex," ₦7,500,000/year"
1,No,1,2,Ibeju-Lekki,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦600,000/year"
1,No,1,2,Ajah,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦1,300,000/year"
1,No,1,2,Lekki,Lagos,No,,No,," ₦3,500,000/year"
,No,,1,Ajah,Lagos,No,,No,," ₦150,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦35,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦15,000,000/year"
,No,,,Lekki,Lagos,No,,No,Flat Apartment," ₦7,500,000/year"
,No,,,Lekki,Lagos,No,,No,Detached Duplex," ₦60,000,000/year"
,No,,,Lekki,Lagos,No,,No,Detached Duplex," ₦60,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦7,000,000/year"
1,Yes,1,1,Ikeja,Lagos,No,8,No,mini flat Mini Flat Flat Apartment," ₦2,500,000/year"
1,Yes,1,1,Shomolu,Lagos,No,8,No,mini flat Self Contain Flat Apartment," ₦900,000/year"
1,Yes,2,2,Shomolu,Lagos,No,8,Yes,mini flat Mini Flat Flat Apartment," ₦1,700,000/year"
1,Yes,1,1,Bariga,Lagos,No,8,No,mini flat Studio Apartment Flat Apartment," ₦1,700,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦250,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Detached Duplex," ₦60,000,000/year"
3,No,3,4,Ikoyi,Lagos,No,,No,Flat Apartment," ₦15,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦7,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Flat Apartment," ₦9,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Terraced Duplex," ₦5,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Detached Duplex," ₦12,500,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Flat Apartment," ₦3,500,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦5,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦4,300,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Terraced Duplex," ₦7,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Massionette," ₦20,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Flat Apartment," ₦6,500,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦5,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Massionette," ₦20,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Flat Apartment," ₦6,500,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Terraced Duplex," ₦7,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Detached Duplex," ₦16,500,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Flat Apartment," ₦6,800,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦230,000/sqm"
,No,,,Victoria Island,Lagos,No,,No,," ₦170,000/sqm"
3,No,3,4,Lekki,Lagos,No,,No,Massionette," ₦12,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦85,000/sqm"
4,No,4,5,Lekki,Lagos,No,,No,Detached Duplex," ₦9,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Terraced Duplex," ₦5,000,000/year"
4,No,4,5,Ikoyi,Lagos,No,,No,Massionette," $45,000/year"
,No,,,Ibadan,Oyo,No,,No,," ₦7,000,000/year"
,No,,,Ibadan,Oyo,No,,No,Flat Apartment," ₦3,000,000/year"
2,No,2,3,Ibadan,Oyo,No,17,Yes,Terraced Duplex," ₦3,500,000/year"
,No,,,Ibadan,Oyo,No,,No,Detached Duplex," ₦4,000,000/year"
1,No,1,2,Ibadan,Oyo,No,15,No,mini flat Mini Flat Flat Apartment," ₦450,000/year"
4,No,5,5,Ikeja,Lagos,No,,No,Flat Apartment," ₦20,000,000/year"
3,No,2,2,Abule Egba,Lagos,No,,No,Flat Apartment," ₦1,500,000/year"
2,No,,3,Egbe/Idimu,Lagos,No,,No,Flat Apartment," ₦1,600,000/year"
4,No,5,5,Ikeja,Lagos,No,,No,Flat Apartment," ₦20,000,000/year"
2,No,3,3,Abule Egba,Lagos,No,,No,Flat Apartment," ₦2,000,000/year"
2,No,2,2,Ogba,Lagos,No,,No,Flat Apartment," ₦2,500,000/year"
,No,,,Egbe/Idimu,Lagos,No,,No,Flat Apartment," ₦1,200,000/year"
1,No,2,2,Ogba,Lagos,No,,No,mini flat Flat Apartment," ₦1,500,000/year"
4,No,4,4,Alimosho,Lagos,No,,No,Flat Apartment," ₦2,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,600,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦2,200,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦3,400,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦3,500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,300,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦900,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦400,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦750,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦800,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,300,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦400,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦750,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦800,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,200,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦2,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦900,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦800,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦900,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦700,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,300,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦600,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦900,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦5,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦15,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦600,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦700,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦2,200,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,300,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦550,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦2,700,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦3,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦15,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦2,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦2,200,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦80,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦600,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦2,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦2,500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦800,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦2,500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦900,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦2,500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦900,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦2,500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦800,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦2,500,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦80,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦600,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦450,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦3,800,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,600,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦2,200,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,600,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦600,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦600,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,950,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,300,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦450,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦2,200,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,600,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦600,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,600,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦600,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,950,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,300,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦450,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,600,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦600,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,300,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦3,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,700,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦2,200,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦600,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦3,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,200,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦2,200,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦450,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,600,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦3,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦600,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,700,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦1,300,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦3,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,200,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,750,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦700,000/year"
2,Yes,3,3,Ikorodu,Lagos,No,8,No,Flat Apartment," ₦1,800,000/year"
,No,,,Ikorodu,Lagos,No,,No,," ₦40,000/month"
1,Yes,2,2,Ikorodu,Lagos,No,8,No,mini flat Mini Flat Flat Apartment," ₦800,000/year"
1,Yes,1,1,Ikorodu,Lagos,No,12,No,mini flat Mini Flat Flat Apartment," ₦700,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Flat Apartment," ₦4,500,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦15,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦10,000,000/year"
4,No,4,5,Lekki,Lagos,Yes,,No,Terraced Duplex," ₦22,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦21,600,000/year"
4,No,4,5,Ajah,Lagos,No,,No,Terraced Duplex," ₦5,500,000"
3,No,3,4,Lekki,Lagos,No,,No,Flat Apartment," ₦4,500,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦15,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦10,000,000/year"
4,No,4,5,Lekki,Lagos,Yes,,No,Terraced Duplex," ₦22,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦21,600,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Flat Apartment," ₦7,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦20,000,000/year"
2,No,2,3,Ikeja,Lagos,No,,No,Flat Apartment," ₦8,500,000/year"
2,No,2,5,Lekki,Lagos,No,,No,Flat Apartment," ₦7,500,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Studio Apartment Flat Apartment," ₦3,000,000/year"
3,No,3,3,Lekki,Lagos,No,,No,Flat Apartment," ₦25,000,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Studio Apartment Flat Apartment," ₦2,200,000/year"
2,No,2,3,Ajah,Lagos,No,,No,Flat Apartment," ₦2,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦10,500,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Detached Duplex," ₦12,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦10,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦9,000,000/year"
4,No,4,5,Ajah,Lagos,No,,No,Terraced Duplex," ₦5,500,000"
4,No,4,5,Lekki,Lagos,Yes,,No,Terraced Duplex," ₦22,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦15,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦21,600,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Flat Apartment," ₦4,500,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦10,000,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Flat Apartment," ₦7,000,000/year"
2,No,2,3,Ajah,Lagos,No,,No,Flat Apartment," ₦2,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦10,500,000/year"
3,No,3,4,Lekki,Lagos,No,,No,Flat Apartment," ₦8,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦20,000,000/year"
2,No,2,5,Lekki,Lagos,No,,No,Flat Apartment," ₦7,500,000/year"
3,No,3,3,Lekki,Lagos,No,,No,Flat Apartment," ₦25,000,000/year"
2,No,2,3,Ikeja,Lagos,No,,No,Flat Apartment," ₦8,500,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Studio Apartment Flat Apartment," ₦2,200,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Studio Apartment Flat Apartment," ₦3,000,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦3,800,000/year"
,No,,,Ogba,Lagos,No,,No,," ₦3,500,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦3,500,000/year"
6,No,6,7,Lekki,Lagos,No,,No,Detached Duplex," ₦25,000,000"
,No,,,Lekki,Lagos,No,,No,," ₦9,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,500,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦3,800,000/year"
,No,,,Ogba,Lagos,No,,No,," ₦3,500,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦3,500,000/year"
6,No,6,7,Lekki,Lagos,No,,No,Detached Duplex," ₦25,000,000"
2,No,2,3,Victoria Island,Lagos,No,,No,Massionette," ₦20,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Detached Duplex," ₦12,000,000/year"
,No,,,Ikeja,Lagos,No,,No,," ₦175,000/sqm"
5,No,5,5,Lekki,Lagos,No,,No,Hotel Guest  Commercial Property," ₦30,000,000/year"
6,No,6,7,Lekki,Lagos,No,,No,Detached Duplex," ₦25,000,000/year"
3,No,3,3,Lekki,Lagos,No,,No,Flat Apartment," ₦3,500,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦4,500,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦6,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦20,000,000"
3,No,3,4,Ikoyi,Lagos,No,,No,Semi Detached Bungalow," ₦10,000,000/year"
