,town,state_Abuja,state_Delta,state_Enugu,state_Kaduna,state_Lagos,state_Ogun,state_Oyo,state_Rivers,title,bedroom,parking_lot,bathroom,toilets,serviced,extras,Stable Electricity,bath_bedroom_combo
1437,44,0,0,0,0,1,0,0,0,1714,3,0,2,3,0,0,0,6
1438,3,0,0,0,0,1,0,0,0,508,1,0,1,1,0,0,0,1
1439,23,1,0,0,0,0,0,0,0,591,5,0,5,6,0,0,0,25
1440,47,0,0,0,0,1,0,0,0,1714,4,0,4,5,1,17,0,16
1441,32,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,0,0,2
1442,74,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1443,59,0,0,0,0,1,0,0,0,508,1,0,1,1,0,0,0,1
1444,25,0,0,0,0,0,0,1,0,715,5,1,5,5,0,8,0,25
1445,61,0,0,0,0,1,0,0,0,715,3,0,3,4,0,0,0,9
1446,47,0,0,0,0,1,0,0,0,591,4,0,4,5,0,0,0,16
1447,3,0,0,0,0,1,0,0,0,86,1,0,1,1,0,0,0,1
1448,32,0,0,0,0,1,0,0,0,845,4,0,4,5,1,0,0,16
1449,57,1,0,0,0,0,0,0,0,178,1,0,1,1,0,17,1,1
1450,25,0,0,0,0,0,0,1,0,18,2,0,1,2,0,0,0,2
1451,47,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,0,0,2
1452,75,1,0,0,0,0,0,0,0,23,3,0,6,6,0,0,0,18
1453,47,0,0,0,0,1,0,0,0,88,1,0,1,1,1,0,0,1
1454,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,11,0,16
1455,3,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1456,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1457,47,0,0,0,0,1,0,0,0,715,2,0,2,3,0,17,1,4
1458,3,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1459,3,0,0,0,0,1,0,0,0,602,4,1,4,5,0,8,0,16
1460,47,0,0,0,0,1,0,0,0,591,5,0,5,6,0,8,1,25
1461,25,0,0,0,0,0,0,1,0,508,1,0,1,1,0,0,0,1
1462,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1463,74,0,0,0,0,1,0,0,0,602,4,1,4,5,0,15,1,16
1464,47,0,0,0,0,1,0,0,0,845,3,0,3,3,0,0,0,9
1465,68,0,0,0,0,1,0,0,0,508,1,1,1,2,0,8,1,1
1466,25,0,0,0,0,0,0,1,0,591,5,0,5,6,0,18,0,25
1467,32,0,0,0,0,1,0,0,0,123,4,0,4,5,1,0,0,16
1468,52,1,0,0,0,0,0,0,0,591,5,0,6,6,0,0,0,30
1469,47,0,0,0,0,1,0,0,0,1714,4,1,4,5,0,8,0,16
1470,79,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
1471,32,0,0,0,0,1,0,0,0,591,5,0,5,6,0,11,0,25
1472,47,0,0,0,0,1,0,0,0,86,1,0,1,1,0,0,0,1
1473,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1474,47,0,0,0,0,1,0,0,0,123,4,0,5,5,0,11,0,20
1475,42,1,0,0,0,0,0,0,0,602,4,1,4,5,0,8,0,16
1476,47,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,15,1,4
1477,47,0,0,0,0,1,0,0,0,845,4,0,4,4,0,0,0,16
1478,47,0,0,0,0,1,0,0,0,715,4,0,4,5,1,0,0,16
1479,23,1,0,0,0,0,0,0,0,845,4,0,5,5,0,0,0,20
1480,32,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,15,0,9
1481,9,1,0,0,0,0,0,0,0,1714,3,0,4,4,0,0,0,12
1482,47,0,0,0,0,1,0,0,0,715,2,0,2,3,0,0,0,4
1483,32,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,11,0,4
1484,47,0,0,0,0,1,0,0,0,41,2,1,3,3,1,15,0,6
1485,35,0,0,0,0,1,0,0,0,508,1,0,1,2,0,15,0,1
1486,47,0,0,0,0,1,0,0,0,88,1,0,1,1,0,0,0,1
1487,3,0,0,0,0,1,0,0,0,86,1,0,1,1,0,0,0,1
1488,77,1,0,0,0,0,0,0,0,1714,3,0,4,4,0,0,0,12
1489,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1490,3,0,0,0,0,1,0,0,0,715,2,0,3,3,0,0,0,6
1491,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1492,47,0,0,0,0,1,0,0,0,591,4,1,4,5,0,11,0,16
1493,32,0,0,0,0,1,0,0,0,123,5,0,5,6,0,0,0,25
1494,61,0,0,0,0,1,0,0,0,508,1,0,1,1,0,0,0,1
1495,52,1,0,0,0,0,0,0,0,59,1,0,2,2,0,0,0,2
1496,32,0,0,0,0,1,0,0,0,123,5,0,5,6,0,0,0,25
1497,47,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,15,1,4
1498,65,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,1,9
1499,32,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
1500,51,1,0,0,0,0,0,0,0,715,3,0,4,4,0,0,0,12
1501,71,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
1502,68,0,0,0,0,1,0,0,0,508,1,1,1,2,0,8,1,1
1503,47,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1504,47,0,0,0,0,1,0,0,0,178,1,1,1,1,1,8,1,1
1505,32,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,0,9
1506,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1507,3,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1508,79,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
1509,3,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,11,0,4
1510,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
1511,47,0,0,0,0,1,0,0,0,1714,2,1,2,3,1,11,0,4
1512,47,0,0,0,0,1,0,0,0,86,1,0,1,1,0,0,0,1
1513,0,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,0,0,2
1514,5,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1515,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,15,0,16
1516,50,1,0,0,0,0,0,0,0,715,3,1,3,4,0,8,1,9
1517,50,1,0,0,0,0,0,0,0,61,2,0,3,3,0,0,0,6
1518,32,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1519,47,0,0,0,0,1,0,0,0,845,4,0,4,4,0,0,0,16
1520,37,1,0,0,0,0,0,0,0,1714,3,0,3,4,0,0,0,9
1521,47,0,0,0,0,1,0,0,0,591,5,0,5,6,0,0,0,25
1522,65,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,1,9
1523,47,0,0,0,0,1,0,0,0,845,4,1,4,5,1,8,0,16
1524,3,0,0,0,0,1,0,0,0,5,1,0,1,1,0,0,0,1
1525,71,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
1526,25,0,0,0,0,0,0,1,0,1714,2,0,1,2,0,0,0,2
1527,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,15,1,16
1528,32,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1529,73,1,0,0,0,0,0,0,0,1714,2,0,2,3,0,0,0,4
1530,47,0,0,0,0,1,0,0,0,715,2,0,2,3,0,0,0,4
1531,3,0,0,0,0,1,0,0,0,715,2,1,2,3,0,15,0,4
1532,3,0,0,0,0,1,0,0,0,845,4,0,5,5,0,0,0,20
1533,47,0,0,0,0,1,0,0,0,591,5,0,5,6,0,0,0,25
1534,3,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
1535,63,0,0,0,0,1,0,0,0,591,4,1,5,5,0,8,1,20
1536,3,0,0,0,0,1,0,0,0,845,4,0,5,5,0,0,0,20
1537,47,0,0,0,0,1,0,0,0,591,5,0,4,5,0,0,0,20
1538,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1539,50,1,0,0,0,0,0,0,0,591,4,0,5,5,0,0,0,20
1540,70,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1541,9,1,0,0,0,0,0,0,0,715,2,0,3,3,1,0,0,6
1542,63,0,0,0,0,1,0,0,0,715,3,1,4,4,0,8,1,12
1543,32,0,0,0,0,1,0,0,0,59,1,0,1,1,0,0,0,1
1544,74,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1545,3,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
1546,47,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,8,0,4
1547,47,0,0,0,0,1,0,0,0,1714,2,1,3,3,0,8,1,6
1548,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,15,1,16
1549,32,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1550,47,0,0,0,0,1,0,0,0,508,1,0,1,1,0,0,0,1
1551,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
1552,3,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,0,9
1553,47,0,0,0,0,1,0,0,0,67,3,1,3,4,0,8,1,9
1554,47,0,0,0,0,1,0,0,0,1714,3,0,4,4,0,0,0,12
1555,47,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,15,1,4
1556,47,0,0,0,0,1,0,0,0,845,4,0,4,5,1,17,1,16
1557,47,0,0,0,0,1,0,0,0,591,5,1,5,6,0,8,0,25
1558,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,8,0,16
1559,44,0,0,0,0,1,0,0,0,715,2,0,2,3,0,0,0,4
1560,32,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1561,71,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
1562,47,0,0,0,0,1,0,0,0,602,3,0,4,4,0,11,0,12
1563,70,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1564,63,0,0,0,0,1,0,0,0,602,5,1,5,5,0,8,1,25
1565,74,0,0,0,0,1,0,0,0,123,2,0,2,3,0,0,0,4
1566,59,0,0,0,0,1,0,0,0,508,2,0,1,2,0,0,0,2
1567,47,0,0,0,0,1,0,0,0,602,4,0,5,5,0,0,0,20
1568,74,0,0,0,0,1,0,0,0,715,2,0,2,2,0,0,0,4
1569,79,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1570,47,0,0,0,0,1,0,0,0,845,4,1,4,5,0,8,1,16
1571,3,0,0,0,0,1,0,0,0,715,2,1,2,3,0,15,0,4
1572,74,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1573,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1574,47,0,0,0,0,1,0,0,0,1714,4,0,4,5,0,0,0,16
1575,3,0,0,0,0,1,0,0,0,1714,3,0,4,4,0,0,0,12
1576,47,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,15,0,9
1577,47,0,0,0,0,1,0,0,0,602,4,0,4,4,0,0,0,16
1578,47,0,0,0,0,1,0,0,0,591,5,0,6,6,0,0,0,30
1579,73,1,0,0,0,0,0,0,0,508,1,0,1,1,0,0,0,1
1580,3,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1581,3,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1582,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
1583,47,0,0,0,0,1,0,0,0,845,2,0,2,3,0,0,0,4
1584,47,0,0,0,0,1,0,0,0,845,4,0,4,4,0,0,0,16
1585,71,0,0,0,0,1,0,0,0,178,1,0,1,1,0,12,0,1
1586,47,0,0,0,0,1,0,0,0,591,5,0,5,6,0,0,0,25
1587,47,0,0,0,0,1,0,0,0,845,5,0,5,6,0,0,0,25
1588,47,0,0,0,0,1,0,0,0,602,4,0,5,5,0,0,0,20
1589,47,0,0,0,0,1,0,0,0,1714,2,0,2,2,0,0,0,4
1590,22,0,0,0,0,1,0,0,0,1714,3,0,3,2,0,0,0,9
1591,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,8,0,4
1592,59,0,0,0,0,1,0,0,0,1714,2,0,2,2,0,0,0,4
1593,32,0,0,0,0,1,0,0,0,1714,3,0,4,4,0,0,0,12
1594,47,0,0,0,0,1,0,0,0,715,3,1,3,4,0,18,0,9
1595,47,0,0,0,0,1,0,0,0,591,4,0,4,5,0,15,0,16
1596,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1597,3,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1598,5,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
1599,79,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
1600,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
1601,3,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1602,47,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
1603,47,0,0,0,0,1,0,0,0,845,4,0,5,5,0,0,0,20
1604,32,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1605,47,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1606,3,0,0,0,0,1,0,0,0,602,4,1,4,5,0,8,1,16
1607,47,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
1608,47,0,0,0,0,1,0,0,0,591,5,0,5,6,0,0,0,25
1609,26,0,0,0,0,1,0,0,0,715,2,1,2,3,0,15,1,4
1610,3,0,0,0,0,1,0,0,0,602,4,0,6,6,0,0,0,24
1611,32,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,8,1,4
1612,45,1,0,0,0,0,0,0,0,1714,2,0,2,3,0,0,0,4
1613,3,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
1614,47,0,0,0,0,1,0,0,0,123,3,0,4,4,0,0,0,12
1615,48,1,0,0,0,0,0,0,0,591,4,0,5,5,0,0,0,20
1616,47,0,0,0,0,1,0,0,0,591,5,1,5,6,0,12,0,25
1617,47,0,0,0,0,1,0,0,0,591,5,0,6,6,0,0,0,30
1618,47,0,0,0,0,1,0,0,0,591,5,1,5,6,0,8,0,25
1619,79,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1620,72,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
1621,3,0,0,0,0,1,0,0,0,715,3,0,4,4,0,0,0,12
1622,72,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1623,29,0,0,0,0,1,0,0,0,508,1,1,1,1,0,8,0,1
1624,47,0,0,0,0,1,0,0,0,1714,4,0,4,5,0,12,0,16
1625,32,0,0,0,0,1,0,0,0,123,4,0,4,5,0,0,0,16
1626,25,0,0,0,0,0,0,1,0,61,3,0,3,3,0,0,0,9
1627,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1628,44,0,0,0,0,1,0,0,0,88,1,0,1,2,0,0,0,1
1629,41,1,0,0,0,0,0,0,0,591,5,1,6,6,0,8,1,30
1630,71,0,0,0,0,1,0,0,0,1714,2,0,2,2,0,0,0,4
1631,79,0,0,0,0,1,0,0,0,61,4,0,4,4,0,0,0,16
1632,3,0,0,0,0,1,0,0,0,715,2,0,3,3,0,0,0,6
1633,65,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,8,1,4
1634,3,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1635,47,0,0,0,0,1,0,0,0,845,3,0,3,4,0,0,0,9
1636,72,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1637,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
1638,10,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
1639,65,0,0,0,0,1,0,0,0,1714,3,1,4,4,0,8,0,12
1640,25,0,0,0,0,0,0,1,0,1714,2,0,1,2,0,0,0,2
1641,71,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
1642,61,0,0,0,0,1,0,0,0,28,1,0,1,1,0,0,0,1
1643,79,0,0,0,0,1,0,0,0,67,2,0,3,3,0,0,0,6
1644,3,0,0,0,0,1,0,0,0,715,2,0,3,3,0,0,0,6
1645,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1646,32,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,0,0,2
1647,47,0,0,0,0,1,0,0,0,602,4,0,4,4,0,0,0,16
1648,47,0,0,0,0,1,0,0,0,845,2,0,2,3,0,0,0,4
1649,47,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
1650,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1651,72,0,0,0,0,1,0,0,0,59,1,0,1,1,0,17,1,1
1652,47,0,0,0,0,1,0,0,0,715,3,0,3,4,0,0,0,9
1653,47,0,0,0,0,1,0,0,0,845,4,0,4,4,0,0,0,16
1654,47,0,0,0,0,1,0,0,0,86,1,0,1,1,0,0,0,1
1655,32,0,0,0,0,1,0,0,0,715,4,0,4,4,0,0,0,16
1656,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
1657,71,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
1658,74,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1659,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1660,47,0,0,0,0,1,0,0,0,602,4,0,5,5,0,11,0,20
1661,47,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
1662,3,0,0,0,0,1,0,0,0,715,3,1,3,4,0,8,1,9
1663,47,0,0,0,0,1,0,0,0,845,4,1,4,5,0,11,0,16
1664,25,0,0,0,0,0,0,1,0,18,2,0,1,2,0,0,0,2
1665,34,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
1666,3,0,0,0,0,1,0,0,0,602,3,0,3,4,0,0,0,9
1667,47,0,0,0,0,1,0,0,0,715,3,0,3,4,0,0,0,9
1668,47,0,0,0,0,1,0,0,0,845,3,0,3,4,0,0,0,9
1669,22,0,0,0,0,1,0,0,0,715,2,1,3,3,0,8,0,6
1670,47,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,11,0,4
1671,63,0,0,0,0,1,0,0,0,715,3,1,4,4,0,8,1,12
1672,32,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,1,9
1673,3,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
1674,3,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1675,47,0,0,0,0,1,0,0,0,715,4,1,4,5,0,18,0,16
1676,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
1677,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
1678,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1679,47,0,0,0,0,1,0,0,0,715,2,0,2,3,1,0,0,4
1680,32,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1681,23,1,0,0,0,0,0,0,0,845,4,0,4,4,0,15,0,16
1682,3,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
1683,47,0,0,0,0,1,0,0,0,1714,3,0,4,4,0,0,0,12
1684,47,0,0,0,0,1,0,0,0,715,3,0,3,4,0,0,0,9
1685,47,0,0,0,0,1,0,0,0,591,5,1,5,6,0,8,1,25
1686,47,0,0,0,0,1,0,0,0,845,2,0,2,3,0,0,0,4
1687,47,0,0,0,0,1,0,0,0,602,4,0,5,5,0,0,0,20
1688,47,0,0,0,0,1,0,0,0,845,4,1,4,5,0,8,1,16
1689,47,0,0,0,0,1,0,0,0,591,4,0,4,5,0,0,0,16
1690,68,0,0,0,0,1,0,0,0,508,1,1,1,2,0,8,1,1
1691,47,0,0,0,0,1,0,0,0,845,4,0,5,5,0,0,0,20
1692,47,0,0,0,0,1,0,0,0,715,3,0,3,4,0,0,0,9
1693,47,0,0,0,0,1,0,0,0,845,4,0,5,5,0,0,0,20
1694,3,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1695,47,0,0,0,0,1,0,0,0,3,1,0,1,1,0,11,0,1
1696,47,0,0,0,0,1,0,0,0,845,4,1,4,5,0,8,0,16
1697,3,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,11,0,4
1698,21,1,0,0,0,0,0,0,0,508,1,0,1,1,0,0,0,1
1699,23,1,0,0,0,0,0,0,0,591,5,1,5,6,0,8,1,25
1700,47,0,0,0,0,1,0,0,0,86,1,0,1,1,0,0,0,1
1701,3,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1702,47,0,0,0,0,1,0,0,0,123,4,0,5,5,0,0,0,20
1703,47,0,0,0,0,1,0,0,0,1714,3,0,4,4,0,0,0,12
1704,3,0,0,0,0,1,0,0,0,845,3,1,4,4,0,8,0,12
1705,47,0,0,0,0,1,0,0,0,86,1,0,1,1,0,0,0,1
1706,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1707,3,0,0,0,0,1,0,0,0,508,2,0,1,2,0,0,0,2
1708,47,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1709,3,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
1710,37,1,0,0,0,0,0,0,0,715,3,0,3,4,0,0,0,9
1711,3,0,0,0,0,1,0,0,0,715,3,0,4,4,0,0,0,12
1712,65,0,0,0,0,1,0,0,0,1714,2,1,3,3,0,8,0,6
1713,47,0,0,0,0,1,0,0,0,1714,3,0,3,4,1,0,0,9
1714,71,0,0,0,0,1,0,0,0,508,1,0,1,1,0,0,0,1
1715,32,0,0,0,0,1,0,0,0,1714,3,0,4,4,0,11,0,12
1716,47,0,0,0,0,1,0,0,0,845,4,1,4,5,0,15,0,16
1717,34,0,0,0,0,1,0,0,0,1714,2,0,1,1,0,0,0,2
1718,47,0,0,0,0,1,0,0,0,715,2,0,2,3,0,0,0,4
1719,37,1,0,0,0,0,0,0,0,1714,2,0,2,3,0,0,0,4
1720,0,0,0,0,0,1,0,0,0,67,3,1,3,3,0,8,1,9
1721,47,0,0,0,0,1,0,0,0,715,2,0,2,3,0,0,0,4
1722,47,0,0,0,0,1,0,0,0,1714,2,1,2,3,1,8,1,4
1723,47,0,0,0,0,1,0,0,0,591,4,1,4,5,0,8,1,16
1724,3,0,0,0,0,1,0,0,0,28,1,0,1,2,0,15,1,1
1725,71,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
1726,47,0,0,0,0,1,0,0,0,715,2,0,2,3,0,0,0,4
1727,47,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,0,9
1728,74,0,0,0,0,1,0,0,0,508,1,0,1,1,0,0,0,1
1729,3,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1730,74,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,0,9
1731,79,0,0,0,0,1,0,0,0,508,1,1,1,1,0,15,1,1
1732,32,0,0,0,0,1,0,0,0,1714,4,1,4,5,0,8,1,16
1733,32,0,0,0,0,1,0,0,0,1714,4,0,4,5,0,0,0,16
1734,47,0,0,0,0,1,0,0,0,1714,4,0,4,5,0,12,0,16
1735,63,0,0,0,0,1,0,0,0,715,2,1,3,3,0,8,1,6
1736,48,1,0,0,0,0,0,0,0,845,4,0,4,5,0,0,0,16
1737,79,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
1738,65,0,0,0,0,1,0,0,0,591,4,1,5,5,0,8,0,20
1739,26,0,0,0,0,1,0,0,0,715,3,0,3,4,0,0,0,9
1740,32,0,0,0,0,1,0,0,0,602,4,1,4,5,0,17,0,16
1741,47,0,0,0,0,1,0,0,0,508,1,0,1,2,1,0,0,1
1742,59,0,0,0,0,1,0,0,0,59,2,0,1,2,0,0,0,2
1743,15,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
1744,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1745,71,0,0,0,0,1,0,0,0,508,1,0,1,1,0,0,0,1
1746,47,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1747,32,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,1,9
1748,79,0,0,0,0,1,0,0,0,508,1,0,2,2,0,0,0,2
1749,3,0,0,0,0,1,0,0,0,28,1,0,2,2,0,0,0,2
1750,32,0,0,0,0,1,0,0,0,845,5,1,5,6,0,15,0,25
1751,74,0,0,0,0,1,0,0,0,28,1,0,1,2,0,0,0,1
1752,47,0,0,0,0,1,0,0,0,591,4,0,5,5,0,0,0,20
1753,47,0,0,0,0,1,0,0,0,86,1,0,1,1,0,0,0,1
1754,74,0,0,0,0,1,0,0,0,591,4,0,4,5,0,0,0,16
1755,12,1,0,0,0,0,0,0,0,8,3,0,4,4,0,0,0,12
1756,47,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,15,1,9
1757,34,0,0,0,0,1,0,0,0,59,1,1,1,2,0,8,0,1
1758,3,0,0,0,0,1,0,0,0,715,2,0,2,3,0,0,0,4
1759,65,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,8,1,4
1760,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,8,0,4
1761,32,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
1762,68,0,0,0,0,1,0,0,0,508,1,1,1,2,0,8,1,1
1763,25,0,0,0,0,0,0,1,0,602,5,0,5,6,0,0,0,25
1764,47,0,0,0,0,1,0,0,0,591,5,0,6,6,0,0,0,30
1765,47,0,0,0,0,1,0,0,0,845,4,0,4,5,1,0,0,16
1766,25,0,0,0,0,0,0,1,0,591,5,0,3,3,0,0,0,15
1767,71,0,0,0,0,1,0,0,0,508,1,0,2,2,0,0,0,2
1768,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
1769,37,1,0,0,0,0,0,0,0,602,5,1,6,6,0,8,1,30
1770,47,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
1771,32,0,0,0,0,1,0,0,0,845,3,0,3,3,0,0,0,9
1772,47,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
1773,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
1774,28,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
1775,18,1,0,0,0,0,0,0,0,602,4,0,5,5,0,0,0,20
1776,47,0,0,0,0,1,0,0,0,591,5,0,5,6,0,0,0,25
1777,56,1,0,0,0,0,0,0,0,845,4,0,5,5,0,0,0,20
1778,3,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
1779,77,1,0,0,0,0,0,0,0,591,5,0,6,6,0,15,1,30
1780,47,0,0,0,0,1,0,0,0,508,2,0,1,2,1,0,0,2
1781,47,0,0,0,0,1,0,0,0,1714,2,0,3,3,1,0,0,6
1782,47,0,0,0,0,1,0,0,0,845,3,0,3,4,0,0,0,9
1783,10,0,0,0,0,1,0,0,0,508,1,0,1,1,0,0,0,1
1784,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
1785,47,0,0,0,0,1,0,0,0,591,5,0,5,5,0,0,0,25
1786,34,0,0,0,0,1,0,0,0,1714,3,1,3,3,0,8,0,9
1787,47,0,0,0,0,1,0,0,0,591,5,1,5,6,0,8,0,25
1788,59,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
1789,47,0,0,0,0,1,0,0,0,845,4,0,4,5,1,0,0,16
