,town,state_Abuja,state_Delta,state_Enugu,state_Kaduna,state_Lagos,state_Ogun,state_Oyo,state_Rivers,title,bedroom,parking_lot,bathroom,toilets,serviced,extras,Stable Electricity,bath_bedroom_combo
0,25,0,0,0,0,0,0,1,0,23,2,0,2,2,0,12,1,4
1,47,0,0,0,0,1,0,0,0,602,5,1,5,6,0,8,0,25
2,47,0,0,0,0,1,0,0,0,123,3,0,3,4,0,0,0,9
3,3,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,11,0,9
4,59,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
5,59,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
6,47,0,0,0,0,1,0,0,0,591,5,0,5,5,0,0,0,25
7,47,0,0,0,0,1,0,0,0,715,2,0,2,3,1,0,0,4
8,47,0,0,0,0,1,0,0,0,508,2,0,1,2,0,0,0,2
9,47,0,0,0,0,1,0,0,0,10,2,0,2,3,1,0,0,4
10,47,0,0,0,0,1,0,0,0,1714,4,1,4,5,0,15,1,16
11,47,0,0,0,0,1,0,0,0,508,1,0,2,2,0,0,0,2
12,32,0,0,0,0,1,0,0,0,602,5,1,5,6,0,8,0,25
13,47,0,0,0,0,1,0,0,0,845,4,0,4,5,1,0,0,16
14,63,0,0,0,0,1,0,0,0,1714,4,1,4,4,0,8,0,16
15,3,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,11,0,4
16,47,0,0,0,0,1,0,0,0,1714,2,1,1,2,0,15,0,2
17,47,0,0,0,0,1,0,0,0,591,4,0,4,5,0,0,0,16
18,50,1,0,0,0,0,0,0,0,61,3,0,4,4,0,0,0,12
19,32,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
20,47,0,0,0,0,1,0,0,0,591,5,0,5,6,0,11,0,25
21,74,0,0,0,0,1,0,0,0,715,4,0,4,5,0,0,0,16
22,5,0,0,0,0,1,0,0,0,61,3,0,3,3,0,0,0,9
23,47,0,0,0,0,1,0,0,0,845,3,0,4,4,0,0,0,12
24,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,11,0,16
25,32,0,0,0,0,1,0,0,0,123,4,0,4,5,0,0,0,16
26,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,11,0,16
27,29,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,0,9
28,47,0,0,0,0,1,0,0,0,715,2,0,2,3,0,0,0,4
29,47,0,0,0,0,1,0,0,0,1714,3,1,3,4,1,8,0,9
30,26,0,0,0,0,1,0,0,0,178,1,0,1,2,0,13,0,1
31,22,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
32,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
33,41,1,0,0,0,0,0,0,0,845,4,1,5,5,0,8,1,20
34,79,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
35,3,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
36,32,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,0,0,2
37,3,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
38,79,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
39,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
40,3,0,0,0,0,1,0,0,0,591,4,1,5,5,0,8,1,20
41,63,0,0,0,0,1,0,0,0,508,1,0,1,1,0,0,0,1
42,78,1,0,0,0,0,0,0,0,602,5,0,4,4,0,0,0,20
43,25,0,0,0,0,0,0,1,0,591,4,1,4,5,0,8,1,16
44,3,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
45,47,0,0,0,0,1,0,0,0,715,2,0,2,3,0,0,0,4
46,61,0,0,0,0,1,0,0,0,602,4,0,4,4,0,15,1,16
47,47,0,0,0,0,1,0,0,0,88,1,0,1,1,0,0,0,1
48,44,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,0,0,2
49,47,0,0,0,0,1,0,0,0,591,4,0,4,5,0,0,0,16
50,0,0,0,0,0,1,0,0,0,67,2,1,2,2,0,8,1,4
51,3,0,0,0,0,1,0,0,0,591,4,0,4,5,0,15,0,16
52,22,0,0,0,0,1,0,0,0,1714,4,0,5,5,0,0,0,20
53,47,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
54,79,0,0,0,0,1,0,0,0,1714,2,0,2,2,0,0,0,4
55,47,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
56,3,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,15,0,6
57,32,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,1,9
58,47,0,0,0,0,1,0,0,0,86,1,0,1,1,0,0,0,1
59,3,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
60,30,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
61,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,12,0,16
62,34,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,0,9
63,47,0,0,0,0,1,0,0,0,602,4,0,4,5,1,0,0,16
64,70,0,0,0,0,1,0,0,0,602,4,1,4,5,0,11,0,16
65,47,0,0,0,0,1,0,0,0,508,1,0,1,2,1,0,0,1
66,78,1,0,0,0,0,0,0,0,1714,3,0,3,4,0,0,0,9
67,63,0,0,0,0,1,0,0,0,1714,4,1,4,4,0,8,0,16
68,32,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
69,32,0,0,0,0,1,0,0,0,845,4,1,4,5,0,8,1,16
70,71,0,0,0,0,1,0,0,0,508,1,0,1,1,0,0,0,1
71,74,0,0,0,0,1,0,0,0,508,2,0,1,2,0,0,0,2
72,25,0,0,0,0,0,0,1,0,591,3,0,4,4,0,0,0,12
73,71,0,0,0,0,1,0,0,0,88,1,0,1,1,0,0,0,1
74,25,0,0,0,0,0,0,1,0,715,3,0,3,4,0,0,0,9
75,37,1,0,0,0,0,0,0,0,715,2,0,2,3,0,0,0,4
76,44,0,0,0,0,1,0,0,0,602,4,0,4,5,0,11,1,16
77,74,0,0,0,0,1,0,0,0,715,3,1,2,3,0,8,1,6
78,47,0,0,0,0,1,0,0,0,88,1,1,1,1,0,8,0,1
79,47,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,1,9
80,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
81,47,0,0,0,0,1,0,0,0,845,4,0,5,5,0,0,0,20
82,47,0,0,0,0,1,0,0,0,86,1,0,1,2,0,0,0,1
83,25,0,0,0,0,0,0,1,0,1714,2,0,2,3,0,15,1,4
84,59,0,0,0,0,1,0,0,0,28,1,0,2,2,0,8,1,2
85,71,0,0,0,0,1,0,0,0,508,1,0,2,2,0,0,0,2
86,22,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
87,47,0,0,0,0,1,0,0,0,178,1,1,1,1,1,8,1,1
88,47,0,0,0,0,1,0,0,0,591,5,0,5,6,0,0,0,25
89,24,1,0,0,0,0,0,0,0,602,4,1,6,6,0,8,1,24
90,47,0,0,0,0,1,0,0,0,591,5,0,5,6,0,0,0,25
91,47,0,0,0,0,1,0,0,0,591,4,0,4,5,0,0,0,16
92,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
93,47,0,0,0,0,1,0,0,0,591,4,1,4,5,0,11,0,16
94,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
95,47,0,0,0,0,1,0,0,0,715,3,0,3,4,0,0,0,9
96,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
97,47,0,0,0,0,1,0,0,0,845,4,1,4,5,0,11,0,16
98,47,0,0,0,0,1,0,0,0,591,5,0,5,6,0,0,0,25
99,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
100,25,0,0,0,0,0,0,1,0,61,2,0,2,3,0,15,1,4
101,47,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,0,0,2
102,32,0,0,0,0,1,0,0,0,845,3,0,3,3,0,0,0,9
103,47,0,0,0,0,1,0,0,0,88,1,1,1,1,0,8,1,1
104,47,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,0,0,2
105,3,0,0,0,0,1,0,0,0,508,1,0,1,1,0,15,0,1
106,52,1,0,0,0,0,0,0,0,1714,3,1,4,4,0,8,1,12
107,71,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
108,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,15,1,16
109,3,0,0,0,0,1,0,0,0,508,1,1,1,2,0,11,0,1
110,72,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
111,47,0,0,0,0,1,0,0,0,591,6,0,6,7,0,0,0,36
112,79,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
113,47,0,0,0,0,1,0,0,0,602,5,0,5,5,0,0,0,25
114,25,0,0,0,0,0,0,1,0,715,2,0,3,3,0,0,0,6
115,47,0,0,0,0,1,0,0,0,602,5,1,5,6,0,15,0,25
116,47,0,0,0,0,1,0,0,0,23,3,0,3,4,0,17,1,9
117,47,0,0,0,0,1,0,0,0,602,3,0,3,4,0,0,0,9
118,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
119,29,0,0,0,0,1,0,0,0,602,5,1,5,6,0,8,1,25
120,74,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,15,0,9
121,79,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
122,47,0,0,0,0,1,0,0,0,602,4,0,5,5,0,0,0,20
123,32,0,0,0,0,1,0,0,0,845,4,1,5,5,0,15,0,20
124,41,1,0,0,0,0,0,0,0,591,5,0,5,6,0,0,0,25
125,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
126,32,0,0,0,0,1,0,0,0,1714,4,1,4,5,0,8,1,16
127,47,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
128,47,0,0,0,0,1,0,0,0,508,1,1,1,2,0,17,0,1
129,47,0,0,0,0,1,0,0,0,845,4,1,4,5,1,8,0,16
130,65,0,0,0,0,1,0,0,0,1714,3,1,3,3,0,8,1,9
131,47,0,0,0,0,1,0,0,0,88,1,1,1,1,0,8,0,1
132,47,0,0,0,0,1,0,0,0,508,2,0,1,2,0,0,0,2
133,30,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
134,26,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
135,30,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
136,59,0,0,0,0,1,0,0,0,1714,2,0,2,2,0,0,0,4
137,32,0,0,0,0,1,0,0,0,602,4,1,4,5,0,8,1,16
138,63,0,0,0,0,1,0,0,0,591,5,1,6,6,0,8,1,30
139,3,0,0,0,0,1,0,0,0,715,2,0,2,3,0,0,0,4
140,59,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
141,30,0,0,0,0,1,0,0,0,715,4,1,4,4,0,15,1,16
142,35,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
143,32,0,0,0,0,1,0,0,0,845,4,0,4,5,1,0,0,16
144,47,0,0,0,0,1,0,0,0,845,4,0,4,4,0,0,0,16
145,32,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,0,0,2
146,47,0,0,0,0,1,0,0,0,86,1,0,1,1,0,0,0,1
147,47,0,0,0,0,1,0,0,0,508,1,1,1,1,0,15,0,1
148,61,0,0,0,0,1,0,0,0,602,3,0,3,4,0,17,0,9
149,47,0,0,0,0,1,0,0,0,508,1,0,1,1,0,0,0,1
150,47,0,0,0,0,1,0,0,0,88,1,0,1,1,0,0,0,1
151,47,0,0,0,0,1,0,0,0,88,1,1,1,1,0,8,0,1
152,3,0,0,0,0,1,0,0,0,845,4,0,5,5,0,0,0,20
153,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
154,47,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,8,1,4
155,47,0,0,0,0,1,0,0,0,591,4,0,5,5,0,0,0,20
156,74,0,0,0,0,1,0,0,0,845,4,1,4,5,0,8,0,16
157,58,0,0,0,0,0,1,0,0,59,1,0,1,1,0,0,0,1
158,3,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
159,52,1,0,0,0,0,0,0,0,1714,2,0,1,2,0,0,0,2
160,63,0,0,0,0,1,0,0,0,591,4,0,4,5,0,0,0,16
161,47,0,0,0,0,1,0,0,0,591,5,0,5,6,0,0,0,25
162,47,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,1,9
163,47,0,0,0,0,1,0,0,0,123,4,1,4,5,0,8,1,16
164,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
165,37,1,0,0,0,0,0,0,0,1714,2,0,2,3,0,0,0,4
166,47,0,0,0,0,1,0,0,0,1714,3,0,3,3,0,0,0,9
167,25,0,0,0,0,0,0,1,0,1714,2,0,2,3,0,0,0,4
168,32,0,0,0,0,1,0,0,0,715,3,0,3,4,0,0,0,9
169,23,1,0,0,0,0,0,0,0,1714,2,0,3,3,1,8,0,6
170,47,0,0,0,0,1,0,0,0,602,5,0,5,6,0,0,0,25
171,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
172,29,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,15,0,4
173,47,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
174,47,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,15,1,4
175,22,0,0,0,0,1,0,0,0,715,3,0,3,4,0,20,1,9
176,44,0,0,0,0,1,0,0,0,845,4,0,4,5,0,11,1,16
177,44,0,0,0,0,1,0,0,0,845,4,0,4,5,0,15,0,16
178,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
179,47,0,0,0,0,1,0,0,0,28,1,0,1,2,1,0,0,1
180,70,0,0,0,0,1,0,0,0,59,1,0,1,2,0,0,0,1
181,47,0,0,0,0,1,0,0,0,41,2,1,3,3,0,8,0,6
182,47,0,0,0,0,1,0,0,0,715,2,0,2,3,0,0,0,4
183,47,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,8,1,4
184,3,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,0,0,2
185,34,0,0,0,0,1,0,0,0,508,2,0,1,2,0,0,0,2
186,47,0,0,0,0,1,0,0,0,1714,2,1,2,2,0,8,0,4
187,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
188,47,0,0,0,0,1,0,0,0,602,5,1,5,6,0,11,0,25
189,47,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,0,0,2
190,47,0,0,0,0,1,0,0,0,602,4,1,4,5,0,8,0,16
191,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
192,47,0,0,0,0,1,0,0,0,86,1,0,1,1,0,0,0,1
193,47,0,0,0,0,1,0,0,0,1714,5,1,5,6,0,11,0,25
194,50,1,0,0,0,0,0,0,0,845,4,0,5,5,0,0,0,20
195,3,0,0,0,0,1,0,0,0,845,3,0,4,4,0,0,0,12
196,74,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,12,0,4
197,74,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
198,11,1,0,0,0,0,0,0,0,1714,3,0,3,4,0,0,0,9
199,74,0,0,0,0,1,0,0,0,845,4,1,4,5,0,8,1,16
200,3,0,0,0,0,1,0,0,0,508,2,0,1,2,0,0,0,2
201,37,1,0,0,0,0,0,0,0,1714,2,1,2,3,0,8,0,4
202,32,0,0,0,0,1,0,0,0,123,3,0,3,4,0,0,0,9
203,47,0,0,0,0,1,0,0,0,88,1,0,1,1,0,0,0,1
204,23,1,0,0,0,0,0,0,0,845,4,1,5,5,0,8,1,20
205,32,0,0,0,0,1,0,0,0,845,4,1,4,5,0,15,0,16
206,47,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
207,47,0,0,0,0,1,0,0,0,715,2,0,2,3,1,0,0,4
208,71,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
209,63,0,0,0,0,1,0,0,0,845,4,1,4,5,0,8,1,16
210,32,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,8,1,4
211,29,0,0,0,0,1,0,0,0,845,4,0,4,4,0,8,1,16
212,65,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,1,9
213,47,0,0,0,0,1,0,0,0,1714,2,0,2,2,0,0,0,4
214,47,0,0,0,0,1,0,0,0,41,4,1,4,5,1,8,1,16
215,35,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,0,0,2
216,29,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
217,3,0,0,0,0,1,0,0,0,715,2,0,3,3,0,0,0,6
218,25,0,0,0,0,0,0,1,0,602,3,0,3,4,0,0,0,9
219,26,0,0,0,0,1,0,0,0,508,1,0,1,2,0,8,0,1
220,79,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
221,79,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
222,47,0,0,0,0,1,0,0,0,591,4,0,4,5,0,15,0,16
223,74,0,0,0,0,1,0,0,0,715,3,0,4,4,0,0,0,12
224,47,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
225,50,1,0,0,0,0,0,0,0,41,3,0,4,4,0,0,0,12
226,6,0,0,0,0,1,0,0,0,178,1,1,1,1,0,8,1,1
227,72,0,0,0,0,1,0,0,0,59,1,0,1,1,0,17,1,1
228,47,0,0,0,0,1,0,0,0,123,4,1,4,5,1,8,1,16
229,47,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,15,0,2
230,76,1,0,0,0,0,0,0,0,1714,3,0,2,2,1,0,0,6
231,47,0,0,0,0,1,0,0,0,508,1,1,1,2,0,8,0,1
232,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,1,0,0,4
233,65,0,0,0,0,1,0,0,0,1714,2,1,3,3,0,8,0,6
234,3,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
235,22,0,0,0,0,1,0,0,0,715,3,0,3,4,0,0,0,9
236,74,0,0,0,0,1,0,0,0,1714,3,0,2,3,0,0,0,6
237,3,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
238,7,1,0,0,0,0,0,0,0,602,4,1,4,5,0,8,0,16
239,30,0,0,0,0,1,0,0,0,508,1,1,1,1,0,11,0,1
240,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
241,47,0,0,0,0,1,0,0,0,602,5,0,5,6,0,0,0,25
242,47,0,0,0,0,1,0,0,0,1714,3,0,4,4,0,0,0,12
243,47,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
244,71,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
245,53,0,0,0,0,1,0,0,0,715,3,0,3,4,0,0,0,9
246,47,0,0,0,0,1,0,0,0,1714,2,0,1,2,1,0,0,2
247,3,0,0,0,0,1,0,0,0,845,4,0,5,5,0,0,0,20
248,29,0,0,0,0,1,0,0,0,602,6,0,6,6,0,0,0,36
249,47,0,0,0,0,1,0,0,0,86,1,0,1,1,0,0,0,1
250,47,0,0,0,0,1,0,0,0,41,2,1,3,3,0,8,0,6
251,7,1,0,0,0,0,0,0,0,61,3,0,4,4,0,0,0,12
252,47,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
253,47,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,15,0,9
254,32,0,0,0,0,1,0,0,0,715,3,0,3,4,0,0,0,9
255,3,0,0,0,0,1,0,0,0,86,1,0,1,1,0,0,0,1
256,74,0,0,0,0,1,0,0,0,715,3,0,3,4,0,0,0,9
257,47,0,0,0,0,1,0,0,0,715,3,0,3,3,0,0,0,9
258,47,0,0,0,0,1,0,0,0,123,3,0,4,5,0,11,0,12
259,74,0,0,0,0,1,0,0,0,1714,2,0,2,3,1,0,0,4
260,47,0,0,0,0,1,0,0,0,845,4,0,5,5,0,0,0,20
261,3,0,0,0,0,1,0,0,0,715,2,0,3,3,0,0,0,6
262,3,0,0,0,0,1,0,0,0,1714,2,1,3,3,0,18,0,6
263,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
264,47,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,11,0,9
265,47,0,0,0,0,1,0,0,0,602,4,0,5,5,0,0,0,20
266,32,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
267,47,0,0,0,0,1,0,0,0,508,1,1,1,1,0,15,0,1
268,79,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
269,47,0,0,0,0,1,0,0,0,123,4,1,4,5,1,8,1,16
270,3,0,0,0,0,1,0,0,0,591,4,0,4,5,0,0,0,16
271,25,0,0,0,0,0,0,1,0,1714,2,0,2,3,0,0,0,4
272,32,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
273,53,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
274,32,0,0,0,0,1,0,0,0,123,4,0,4,4,0,0,0,16
275,34,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
276,68,0,0,0,0,1,0,0,0,508,2,0,1,2,0,0,0,2
277,71,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
278,50,1,0,0,0,0,0,0,0,591,4,0,5,5,0,0,0,20
279,3,0,0,0,0,1,0,0,0,715,3,1,3,4,0,15,0,9
280,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
281,47,0,0,0,0,1,0,0,0,86,1,0,1,1,0,20,1,1
282,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,11,0,16
283,50,1,0,0,0,0,0,0,0,61,3,0,4,4,0,0,0,12
284,3,0,0,0,0,1,0,0,0,1714,3,0,4,4,0,0,0,12
285,17,0,0,1,0,0,0,0,0,1714,3,0,4,4,0,0,0,12
286,0,0,0,0,0,1,0,0,0,67,3,1,2,2,0,12,1,6
287,79,0,0,0,0,1,0,0,0,1714,3,1,3,3,0,8,0,9
288,47,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,8,1,4
289,3,0,0,0,0,1,0,0,0,715,2,0,2,3,0,0,0,4
290,3,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
291,32,0,0,0,0,1,0,0,0,591,4,0,4,5,0,0,0,16
292,47,0,0,0,0,1,0,0,0,602,5,0,6,6,0,11,0,30
293,47,0,0,0,0,1,0,0,0,715,2,1,2,3,0,15,1,4
294,47,0,0,0,0,1,0,0,0,845,4,0,4,5,1,0,0,16
295,47,0,0,0,0,1,0,0,0,508,1,0,2,2,0,0,0,2
296,47,0,0,0,0,1,0,0,0,88,1,1,1,1,0,8,0,1
297,63,0,0,0,0,1,0,0,0,591,4,0,4,5,0,12,1,16
298,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,15,0,16
299,47,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
300,3,0,0,0,0,1,0,0,0,845,4,0,4,4,0,0,0,16
301,25,0,0,0,0,0,0,1,0,28,1,0,2,2,0,0,0,2
302,47,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,0,0,2
303,47,0,0,0,0,1,0,0,0,715,3,0,4,4,0,0,0,12
304,71,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
305,47,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
306,30,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
307,47,0,0,0,0,1,0,0,0,508,1,0,1,2,0,0,0,1
308,47,0,0,0,0,1,0,0,0,845,4,0,4,5,1,0,0,16
309,74,0,0,0,0,1,0,0,0,178,1,0,1,1,1,0,0,1
310,47,0,0,0,0,1,0,0,0,845,4,1,5,5,0,15,0,20
311,47,0,0,0,0,1,0,0,0,715,2,0,2,2,0,0,0,4
312,53,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
313,63,0,0,0,0,1,0,0,0,715,2,1,3,3,0,8,1,6
314,47,0,0,0,0,1,0,0,0,715,2,0,2,3,0,0,0,4
315,32,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
316,74,0,0,0,0,1,0,0,0,715,2,0,2,3,1,17,1,4
317,47,0,0,0,0,1,0,0,0,1714,2,0,3,3,0,0,0,6
318,23,1,0,0,0,0,0,0,0,845,4,1,4,5,0,8,0,16
319,47,0,0,0,0,1,0,0,0,845,4,1,4,5,0,8,1,16
320,47,0,0,0,0,1,0,0,0,591,4,0,4,5,0,0,0,16
321,47,0,0,0,0,1,0,0,0,602,4,1,4,5,1,8,0,16
322,47,0,0,0,0,1,0,0,0,1714,3,1,3,4,0,8,0,9
323,32,0,0,0,0,1,0,0,0,845,4,1,4,5,0,8,1,16
324,47,0,0,0,0,1,0,0,0,1714,2,0,2,2,0,0,0,4
325,47,0,0,0,0,1,0,0,0,602,4,0,5,5,0,0,0,20
326,3,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
327,52,1,0,0,0,0,0,0,0,602,4,0,4,5,0,0,0,16
328,71,0,0,0,0,1,0,0,0,178,1,1,1,1,0,15,1,1
329,33,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
330,29,0,0,0,0,1,0,0,0,845,4,1,4,5,0,8,1,16
331,3,0,0,0,0,1,0,0,0,845,2,0,3,3,0,0,0,6
332,32,0,0,0,0,1,0,0,0,591,5,0,6,6,0,0,0,30
333,45,1,0,0,0,0,0,0,0,845,3,0,3,4,0,0,0,9
334,63,0,0,0,0,1,0,0,0,1714,2,0,1,2,0,0,0,2
335,65,0,0,0,0,1,0,0,0,1714,2,1,2,2,0,8,1,4
336,74,0,0,0,0,1,0,0,0,845,4,0,4,5,0,15,0,16
337,59,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
338,0,0,0,0,0,1,0,0,0,7,5,0,6,6,0,0,0,30
339,47,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
340,47,0,0,0,0,1,0,0,0,602,4,0,4,5,0,0,0,16
341,47,0,0,0,0,1,0,0,0,715,3,0,3,4,0,0,0,9
342,3,0,0,0,0,1,0,0,0,845,4,0,4,5,0,0,0,16
343,25,0,0,0,0,0,0,1,0,1714,2,0,1,2,0,0,0,2
344,47,0,0,0,0,1,0,0,0,591,4,1,5,5,0,8,0,20
345,47,0,0,0,0,1,0,0,0,715,3,0,2,2,0,0,0,6
346,3,0,0,0,0,1,0,0,0,86,1,0,1,1,0,15,0,1
347,44,0,0,0,0,1,0,0,0,715,2,0,2,3,0,0,0,4
348,32,0,0,0,0,1,0,0,0,602,5,0,5,6,0,0,0,25
349,47,0,0,0,0,1,0,0,0,845,4,0,5,5,0,0,0,20
350,47,0,0,0,0,1,0,0,0,602,3,0,3,4,1,0,0,9
351,60,0,0,0,0,0,0,0,1,715,2,0,2,3,0,0,0,4
352,72,0,0,0,0,1,0,0,0,1714,3,0,3,4,0,0,0,9
353,47,0,0,0,0,1,0,0,0,845,4,0,5,5,0,0,0,20
354,7,1,0,0,0,0,0,0,0,715,3,1,4,4,0,8,1,12
355,3,0,0,0,0,1,0,0,0,178,1,0,1,1,0,0,0,1
356,47,0,0,0,0,1,0,0,0,1714,2,1,2,3,0,8,0,4
357,47,0,0,0,0,1,0,0,0,591,4,1,4,5,1,15,0,16
358,79,0,0,0,0,1,0,0,0,1714,2,0,2,3,0,0,0,4
359,47,0,0,0,0,1,0,0,0,508,1,0,1,1,0,0,0,1
360,47,0,0,0,0,1,0,0,0,41,2,1,3,3,0,8,0,6
361,47,0,0,0,0,1,0,0,0,1714,2,1,2,2,0,8,0,4
